演员,平均分,部数
于鸿州,7.9,1
晋晗宁,7.9,1
张婧,7.9,1
高岱,7.9,1
吴咏红,7.9,2
姜志刚,7.9,1
韩剑光,7.9,1
苏在强,7.9,1
戴明,7.9,1
梁国荣,7.9,2
郭亚菲,7.9,2
邓林,7.9,1
霍尔查,7.9,1
张原荣,7.9,1
吴亚_,7.9,1
张路,7.9,1
张贵生,7.9,1
范忠华,7.9,1
宝迪,7.9,1
潘小千,7.9,3
孙嘉俊,7.9,1
贺亚雄,7.9,1
黎燕珊,7.9,5
倪诗蓓,7.9,3
程六一,7.9,1
谈锐,7.9,2
宏通·巴图,7.9,1
梁咏琳,7.9,3
常虹,7.9,1
邵英建,7.9,1
寻峰,7.9,1
高培文,7.9,1
张君明,7.9,1
贾蒙黛,7.9,1
范艳,7.9,1
李婕,7.9,1
张娜,7.9,1
董海铭,7.9,1
林玟谊,7.9,1
诺敏达莱,7.9,1
黄若萌,7.89,10
姚正箐,7.88,5
陈丽峰,7.88,4
龙天生,7.88,4
李法曾,7.88,5
陈强,7.88,6
李志,7.87,3
周幼婷,7.87,6
_娜,7.87,3
陈燕航,7.87,3
姚梦,7.87,6
蔡伟,7.87,3
霍正奇,7.87,3
钮承泽,7.87,6
张国栋,7.87,3
谭涛,7.87,6
高妙思,7.86,5
马捷,7.86,7
苏杏璇,7.86,10
苗乙乙,7.86,7
李丽珍,7.86,5
石安妮,7.86,5
赵中华,7.85,2
李煜,7.85,4
陈昊森,7.85,2
大文,7.85,2
张红革,7.85,2
叶振棠,7.85,2
郑天玮,7.85,2
王江,7.85,2
萨仁高娃,7.85,2
于彦凯,7.85,4
阮佩珍,7.85,2
李艺科,7.85,2
任舞,7.85,2
熊伟,7.85,2
李瑞,7.85,2
高颖,7.85,2
朱芷莹,7.85,2
尔冬升,7.85,2
岳霄冰,7.85,2
李宗华,7.85,2
吕雪凤,7.85,2
王戈,7.85,4
赵卫东,7.85,2
葛铮,7.85,2
张倩如,7.85,2
刘志云,7.85,2
党浩予,7.84,5
林映辉,7.84,5
翁美玲,7.84,5
曹众,7.84,5
许正廷,7.84,5
杨丽音,7.84,5
杨大为,7.83,3
关键,7.83,3
陶安仁,7.83,3
王泊文,7.83,3
李迎秋,7.83,3
柯淑勤,7.83,14
王振荣,7.83,3
初星一,7.83,7
刘美君,7.83,3
尹宝莲,7.83,3
刘冠成,7.83,3
谭小燕,7.82,5
常蓝天,7.82,8
张莉,7.82,4
李雪健,7.82,24
侯耀华,7.82,4
陈大伟,7.82,5
苏昶,7.82,5
黄子华,7.82,11
马念先,7.82,4
麦景婷,7.82,4
李连义,7.82,5
王莎莎,7.81,7
饶芷昀,7.81,8
鲍方,7.81,17
罗慧娟,7.81,9
李香琴,7.81,18
剧雪,7.81,9
周里京,7.81,8
张玲,7.8,1
初孟轩,7.8,1
苏育惟,7.8,1
叶翊恩,7.8,1
李元吉 - 汤镇业 饰,7.8,1
林永坤,7.8,1
孟令名,7.8,1
肖林,7.8,1
戢武王,7.8,1
魔王子,7.8,1
郑重,7.8,1
擎海潮,7.8,1
剑之初,7.8,1
陈玛娅,7.8,1
袁佳平,7.8,1
乔宏,7.8,1
余太平,7.8,1
沈_思,7.8,2
刘淼淼,7.8,1
樊梅生,7.8,1
刘尚谦,7.8,1
魏平澳,7.8,1
尹小曼,7.8,1
刘筱萍,7.8,1
黄永光,7.8,1
周麟,7.8,1
卢迪,7.8,1
汪禹,7.8,1
田鹏,7.8,1
周华卿,7.8,1
朱海军,7.8,2
郑智_,7.8,1
康茵茵,7.8,1
大明,7.8,1
刘俊昊,7.8,1
李萱,7.8,1
杨涛,7.8,3
王玉璋,7.8,2
唐孜娣,7.8,1
姚义辉,7.8,1
王瀛,7.8,3
陈相贵,7.8,1
张富民,7.8,1
何树成,7.8,1
曲宝刚,7.8,1
傅百良,7.8,1
邹德江,7.8,1
刘纯燕,7.8,1
王慧娟,7.8,1
原子_,7.8,1
宋怡霏,7.8,1
陈天陆,7.8,1
张世明,7.8,1
韩春玉,7.8,1
周子琰,7.8,1
邱志宇,7.8,1
赛可,7.8,1
王誉璇,7.8,1
吴静一,7.8,1
辛汉,7.8,1
郭冬冬,7.8,1
刘玉华,7.8,1
吴伶,7.8,2
周谅量,7.8,1
屠夏岩,7.8,1
伦纳德·尼莫伊,7.8,1
武静平,7.8,1
盖伦,7.8,1
赵信,7.8,1
嘉文,7.8,1
姚美伊,7.8,1
陈承,7.8,1
李建成 - 欧阳震华 饰,7.8,1
蔡_得,7.8,1
李林选,7.8,1
张炜,7.8,1
马勇,7.8,1
诸家俊,7.8,1
刘敏仪,7.8,1
林聪,7.8,1
贾云,7.8,1
吴回,7.8,1
嘉俊,7.8,2
范冬雨,7.8,2
古扎丽努尔,7.8,2
彭子晴,7.8,1
陈宝辕,7.8,1
曾__,7.8,1
李芷琪,7.8,1
_少邦,7.8,1
周虹,7.8,1
洪依萍,7.8,1
黎淑贤,7.8,2
韦滕峰,7.8,1
晴子,7.8,1
赵强,7.8,3
黄勇,7.8,1
肯·马歇尔,7.8,1
黄少泉,7.8,1
古斌,7.8,3
张芯宁,7.8,4
王政,7.8,2
孙梦泉,7.8,3
王_兮,7.8,2
叶子楣,7.8,1
刘玫,7.8,1
李世轩,7.8,2
郭小炜,7.8,1
李牧芸,7.8,1
楼佳悦,7.8,1
王海涛,7.8,1
方清平,7.8,2
伯特·兰卡斯特,7.8,1
黄浩义,7.8,2
成元钧,7.8,1
陈文翔,7.8,1
周星驰 刘青云,7.8,1
肖天,7.8,1
乔若熙,7.8,1
马洪刚,7.8,1
刘凌志,7.8,5
江丰  -  黄日华 饰,7.8,1
李世民  -  苗侨伟 饰,7.8,1
郭丽金,7.8,1
唐志中,7.8,1
谢钢,7.8,21
王惠五,7.8,1
杨佩洁,7.8,1
倪敏然,7.8,1
叶千荣,7.8,1
傅子纯,7.8,1
夏政峰,7.8,1
林道远,7.8,1
谢_昊,7.8,1
徐纯学,7.8,1
张云立,7.8,1
孙恺妍,7.8,1
丁磊,7.8,1
梁家仁 陈秀雯 骆应钧,7.8,1
谷德昭,7.8,1
董为民,7.8,1
苏勤,7.8,1
杜军,7.8,1
陈大明,7.8,1
陈叔清,7.8,1
洪平,7.8,1
秦惜惜  -  翁美玲 饰,7.8,1
陈淑兰,7.8,1
吴元俊,7.8,1
慕思成,7.8,2
黄伟文,7.8,1
沈伐,7.8,6
黄芳翎,7.8,2
小雪,7.8,1
李芹,7.8,1
汤钧禧,7.8,2
赵有亮,7.8,9
兰永才,7.8,1
米铁增,7.8,2
李颉,7.8,2
张瑞,7.8,1
李浩,7.8,3
李德光,7.8,1
卜文革,7.8,1
孙瀚文,7.8,1
黄力加,7.8,1
朱江,7.8,4
魏小艺,7.8,1
罗顺明,7.8,1
肖蓓,7.8,1
党爱民,7.8,1
黄柯,7.8,1
杜汶泽,7.8,10
兰振波,7.8,2
张双成,7.8,1
张全,7.8,1
王长玲,7.8,1
马力伟,7.8,1
崔红玉,7.8,1
郑新胜,7.8,1
齐华军,7.8,1
孟浩强,7.8,1
阎世强,7.8,1
牛群,7.8,1
贾真珍,7.8,2
仇小豹,7.8,3
史爱民,7.8,1
杨孟霖,7.8,3
恩和森,7.8,1
游军,7.8,1
袁广成,7.8,1
张安琪,7.8,1
李叶,7.8,1
蒋祖曼,7.8,6
徐菁遥,7.8,1
袁进,7.8,1
常晓阳,7.8,1
金林东,7.8,1
秦堰,7.8,1
欧阳小倩,7.8,1
云翔,7.8,1
丁雪峰,7.8,1
陈晓豪,7.8,1
周猛,7.8,1
张景越,7.8,1
杨敏,7.8,1
姚惠如,7.8,1
王勇,7.8,1
秋茗,7.8,1
孙小含,7.8,1
柯新磊,7.8,1
曾国武,7.8,1
洪秀儿,7.8,1
李欣晔,7.8,1
马修·摩伊,7.8,1
姜广涛,7.8,1
郑曦,7.8,1
大超,7.8,1
高小黑,7.8,1
一宪,7.8,1
宋娟,7.8,1
阮虔芷,7.8,2
王悠,7.8,2
廖嘉,7.8,1
李吉良,7.8,1
李保民,7.8,1
张雷雨,7.8,1
赵汉唐,7.8,4
李丹军,7.8,4
牛晓燕,7.8,1
宋超,7.8,1
钟伟,7.8,1
谢伟才,7.8,2
佟骏,7.8,2
董亮,7.8,2
夏莎莎,7.8,2
丁芯,7.8,1
史戈,7.8,1
王家峰,7.8,1
郝彬,7.8,1
黄元申,7.8,4
李福全,7.8,1
王治军,7.8,1
张咏,7.8,1
赛家胜,7.8,1
路东昌,7.8,1
陈东,7.8,1
张晓敏,7.8,2
黄林民,7.8,1
温双燕,7.8,8
崔慕燕,7.8,1
扬家兴,7.8,1
希茜,7.8,1
金溪,7.8,1
李天宇,7.8,1
尚丽芬,7.8,1
陈楚翘,7.8,2
徐广林,7.8,3
杨时辉,7.8,1
熊中斌,7.8,1
廖骏雄,7.8,6
冯瑞珍,7.79,10
周润发,7.79,13
尹天照,7.79,23
安宁,7.79,17
王永泉,7.79,14
王双宝,7.79,10
柳云龙,7.79,15
王小毅,7.78,5
浅野长英,7.78,4
张书豪,7.78,8
罗北安,7.78,4
李耀敬,7.78,5
蔡晓仪,7.78,16
孟霞,7.78,4
傅彪,7.78,20
贾延鹏,7.78,5
罗颂华,7.78,4
沈佳妮,7.78,11
吴紫彤,7.77,6
苏廷石,7.77,7
叶德娴,7.77,6
刘钊,7.77,3
马迎春,7.77,3
焦刚,7.77,6
杨盼盼,7.77,7
肖雄,7.77,12
黄杏秀,7.76,5
朱媛媛,7.76,24
康群智,7.76,7
林柏宏,7.76,5
孙淳,7.76,30
王宇,7.76,9
孙强,7.76,8
华明伟,7.75,2
计一彪,7.75,2
梅小惠,7.75,10
陈道明,7.75,31
夏韶声,7.75,4
郭旭新,7.75,2
骆恭,7.75,2
苏炳宪,7.75,2
李煌生,7.75,2
鹿峰,7.75,2
王向明,7.75,2
郑裕玲,7.75,15
郭海鹏,7.75,2
艾_,7.75,2
王蔚,7.75,2
黄舒骏,7.75,2
丁丹妮,7.75,4
任_成,7.75,2
森竣,7.75,2
刘洵,7.75,2
郭枫,7.75,2
马驰,7.75,2
马晓峰,7.75,4
李静莉,7.75,2
李连正,7.75,2
廖亮,7.75,2
王以路,7.75,2
何金龙,7.75,2
梁婉静,7.75,4
范时轩,7.75,2
孙敏,7.75,4
袁霞,7.75,2
张毅,7.75,2
牛星丽,7.75,4
王仪伟,7.75,2
岳超,7.75,2
李保成,7.75,2
班赞,7.75,8
何思谚,7.75,2
杨泽霖,7.74,19
王景春,7.74,5
马恩然,7.74,10
潘晓莉,7.74,5
郭柯宇,7.74,8
石坚,7.74,8
古天乐,7.74,16
刘亦菲,7.74,5
郑佳欣,7.74,5
朱健钧,7.73,3
朱怀旭,7.73,3
卢敏仪,7.73,3
康爱石,7.73,3
李洪权,7.73,3
陈明,7.73,3
吴伟豪,7.73,3
陈建州,7.73,3
梁修身,7.73,3
龙天翔,7.73,3
李诚,7.73,3
马崇乐,7.73,3
李雨阳,7.73,3
黄慧颐,7.73,3
黄宗洛,7.72,8
梁珊,7.72,5
刘青云,7.72,14
罗珊珊,7.72,10
何婉盈,7.72,5
周小镔,7.72,4
龚丽君,7.72,6
黄嘉千,7.72,4
金莉莉,7.72,5
龙劭华,7.72,8
赵冬柏,7.72,4
吕晓禾,7.72,8
叶星辰,7.72,5
麦子云,7.71,8
陶虹,7.71,34
李保田,7.71,15
周慧敏,7.71,8
周小斌,7.71,13
博弘,7.71,8
黄仲匡,7.71,7
谭希和,7.71,14
马诺,7.7,1
朱丹青,7.7,1
郭风芳,7.7,1
江昊桐,7.7,2
袁立,7.7,22
李丽虹,7.7,1
韩中,7.7,1
秦芜,7.7,1
刘天池,7.7,3
茅菁,7.7,1
王宗海,7.7,1
李成,7.7,1
康珉_,7.7,2
汪正煜,7.7,1
贾康熙,7.7,2
郝铁男,7.7,2
裴美子,7.7,2
刘颖涛,7.7,2
石强,7.7,2
崔岱,7.7,2
宋雷涛,7.7,1
闫晓琼,7.7,1
蔡__,7.7,2
赵景文,7.7,2
邱扬,7.7,1
王建兵,7.7,3
许湘英,7.7,1
金广林,7.7,1
柳景溪,7.7,1
李乐,7.7,3
黄榕,7.7,1
王智强,7.7,1
张草,7.7,1
黄婉君,7.7,1
刘景溪,7.7,1
唐云生,7.7,1
尹宝拉,7.7,1
崔碧珈,7.7,2
金书贵,7.7,3
雷瑞琴,7.7,1
李蕴,7.7,1
严志成,7.7,1
徐天佑,7.7,1
唐天,7.7,1
张咏妍,7.7,1
李羚,7.7,3
马岩,7.7,4
蔡金萍,7.7,1
关灼元,7.7,1
白洁珊,7.7,1
明智妍,7.7,2
周雪征 施文,7.7,1
刘小梅,7.7,1
朱艺丹,7.7,2
陈玉麟,7.7,1
张雅琳,7.7,1
胡天鸽,7.7,2
史济华,7.7,2
温家恒,7.7,1
林尚义,7.7,1
郁庆效,7.7,1
腾丽名,7.7,1
康飞,7.7,1
吴建宇,7.7,2
童爱玲,7.7,4
冢越博隆,7.7,1
陈蓓莉,7.7,1
金为珩,7.7,2
张歌,7.7,1
宇秋,7.7,1
聂　远,7.7,1
李炜祺,7.7,7
美宣,7.7,1
杜子午,7.7,1
阿里斯克,7.7,1
朵洋,7.7,1
刘语乔,7.7,1
杨舒枫,7.7,1
吴旗,7.7,4
李晟烨,7.7,1
卢海华,7.7,1
聂萃,7.7,1
简廷芮,7.7,2
肖兵,7.7,1
李科,7.7,1
邦杰,7.7,1
高狄,7.7,1
谢劲松,7.7,1
周锦辉,7.7,1
杨超,7.7,1
宋怀强,7.7,1
何美婷,7.7,2
孙栋光,7.7,1
毛兴鸿,7.7,1
何民,7.7,1
郭魏,7.7,1
夏志强,7.7,1
高维明,7.7,1
孙雪岩,7.7,1
李桂英,7.7,4
朱敏怡,7.7,1
李勃阳,7.7,1
梦洁,7.7,1
刘晶琦,7.7,1
赛根根,7.7,1
刘雪菲,7.7,1
迈克尔,7.7,1
高欣,7.7,2
傅斌,7.7,1
缪惠琴,7.7,1
曹静,7.7,1
赵梓博,7.7,1
陆丝雨,7.7,1
黄宗江,7.7,2
雷凯欣,7.7,1
杜薇,7.7,2
郑嘉森,7.7,1
张引隶,7.7,1
王彤川,7.7,1
胡庆树,7.7,1
唐任,7.7,1
梁涛,7.7,1
冯延巳,7.7,1
赵胜胜,7.7,1
刘亦婷,7.7,1
赵松,7.7,1
温浩,7.7,2
徐东方,7.7,1
李兰,7.7,1
王双庆,7.7,1
殷琦,7.7,2
李妮,7.7,2
许承先,7.7,1
安彭泽宇,7.7,1
张翼,7.7,6
秦怡,7.7,2
李士龙,7.7,1
曾子墨,7.7,3
张溪芸,7.7,2
王亦凡,7.7,1
碧儿,7.7,1
穆立新,7.7,3
彭心宜,7.7,7
武皓,7.7,1
宋养华,7.7,1
张国良,7.7,1
凌一鸣,7.7,1
陈海银,7.7,1
伊峻松,7.7,1
蔡兴麟,7.7,1
陈世妍,7.7,1
纪雪菲,7.7,1
梁洛施,7.7,1
华光,7.7,1
叶筱玮,7.7,1
张耀宇,7.7,1
陈叶生,7.7,1
非职业演员,7.7,1
左晓光,7.7,1
向皓,7.7,1
展茂平,7.7,1
孙毓晗,7.7,1
俞思远,7.7,2
金霄,7.7,1
邢钤程,7.7,1
黄虹,7.7,1
满达,7.7,1
桑宝,7.7,1
黄耀华,7.7,1
井莉,7.7,1
候传杲,7.7,1
申健,7.7,1
李建勋,7.7,1
文淇,7.7,1
金楷杰,7.7,1
蒋沁芸,7.7,1
白光明,7.7,1
黄唐一佳,7.7,2
莫子仪,7.7,4
徐小键,7.7,1
杨永维,7.7,1
李敏,7.7,2
宋柳,7.7,1
刘继超,7.7,1
叶朗钲,7.7,2
花菲,7.7,1
廖劲锋,7.7,1
杨子仪,7.7,1
姜艳蔷,7.7,1
山本未来,7.7,1
刘培清,7.7,1
黄宇诗,7.7,2
辛明,7.7,1
邓颖芝,7.7,1
萨顶顶,7.7,1
艾武,7.7,1
史德才,7.7,1
王树海,7.7,1
卡迪琳娜,7.7,4
高明娥,7.7,1
徐连生,7.7,1
小林昭二,7.7,1
高淬,7.7,1
蓝天,7.7,4
李跃民,7.7,1
庄文清,7.7,2
张晾,7.7,1
刘小晨,7.7,1
贺元庆,7.7,1
黄晨昕,7.7,1
许十云,7.7,1
张曼玉,7.7,4
杨梓铎,7.7,2
耿长军,7.7,1
丁一宇,7.7,1
张艺上,7.7,2
柳小刀,7.7,1
曹佳睿,7.7,1
郭_,7.7,2
苏厚超,7.7,1
刘跃军,7.7,3
郭昶,7.7,5
特木其乐,7.7,1
舍旺,7.7,1
奥登高娃,7.7,1
刘瑜,7.7,1
郭思彤,7.7,2
屠茹英,7.7,2
刘宇_,7.7,1
牟云,7.7,2
郑红明,7.7,1
顾美华,7.7,3
庞敏,7.7,1
_熙,7.7,2
高桥惠子,7.7,1
安基,7.7,1
张耐伯,7.7,1
梁_琪,7.7,2
风间杜夫,7.7,1
荣仁杰,7.7,1
侯永生,7.7,4
林若冰,7.7,1
古倩儿,7.7,1
朱小春,7.7,1
马永贵,7.7,1
张静宇,7.7,1
贾韵彤,7.7,1
黎振烨,7.7,1
李阳春,7.7,1
杨嘉乐,7.7,1
曾赞安,7.7,1
邓德光,7.7,1
丁樱,7.7,1
方琳,7.7,1
施明,7.7,1
施介强,7.7,1
张玉海,7.7,1
雷洪,7.7,1
贾健,7.7,1
高志非,7.7,1
许福来,7.7,1
李德旗,7.7,1
杜家毅,7.7,1
王玉梅,7.7,2
修建,7.7,1
李靖筠,7.7,1
范振锋,7.7,1
傅子欣,7.7,1
许文翘,7.7,1
王自强,7.7,3
杨洁梅,7.7,1
詹秉熙,7.7,1
罗清浩,7.7,1
洪嘉玲,7.7,1
_尚友,7.7,1
谢承颖,7.7,4
_安立,7.7,1
陈冬梅,7.7,1
关珍妮,7.7,1
万绮文,7.7,1
苏菲,7.7,1
酒井法子,7.7,1
张歆怡,7.7,2
伊原刚志,7.7,1
韩英辉,7.7,1
余慕华,7.7,1
周菲,7.7,1
贺子文,7.7,1
关大勇,7.7,1
林庭山,7.7,1
李永贵,7.7,1
周耀杰,7.7,1
腾刚,7.7,1
杨君,7.7,1
博格多,7.7,1
李俊杰,7.7,1
唐北平,7.7,1
古天凡,7.7,1
麻姑,7.7,1
杨昶,7.7,1
周忆心,7.7,1
常美清,7.7,1
胡惠君,7.7,1
马彩云,7.7,1
石小满,7.69,9
吴慷仁,7.69,17
黄渤,7.69,11
周兆麟,7.68,5
尤浩然,7.68,4
关宝慧,7.68,12
高亮,7.68,9
连俞涵,7.68,4
梁艺龄,7.68,10
赵奎娥,7.68,10
杨猛,7.68,4
林龙麒,7.68,6
张子晨,7.68,4
郭冬临,7.68,9
李歌,7.68,6
李婷,7.68,11
吴云芳,7.68,4
王乙竹,7.68,5
滕爱弦,7.68,4
肖博,7.67,3
吕小品,7.67,3
杨阳,7.67,4
张惠中,7.67,3
邵嘉,7.67,3
刘岳,7.67,3
杨菁菁,7.67,3
章艳敏,7.67,3
杜光_,7.67,3
雷镇语,7.67,3
杨宝玲,7.67,3
王冰,7.67,7
陈鸿烈,7.67,14
陈庭威,7.67,15
焦雄,7.67,10
孙可芳,7.67,3
钟汉良,7.67,12
林耀声,7.67,3
王群,7.67,3
梁馨,7.66,5
郑秀文,7.66,10
吕凉,7.66,28
夏志祥,7.66,5
修宗迪,7.66,20
乾德门,7.66,5
江一燕,7.66,5
王海平,7.65,4
原梓霏,7.65,2
章_,7.65,4
孙启新,7.65,2
段奕宏,7.65,15
余炳贤,7.65,2
杨嘉华,7.65,2
标马,7.65,2
张辉,7.65,2
周梓琦,7.65,2
王铁成,7.65,2
韩烨洲,7.65,6
斌巴才仁,7.65,2
黄霄_,7.65,2
蒲悦,7.65,2
应蔚民,7.65,2
苏诗丁,7.65,2
赵铮,7.65,2
曾肖龙,7.65,2
潘结,7.65,4
姚以缇,7.65,2
谢芳,7.65,2
王慎吾,7.65,4
林宗仁,7.65,2
赵学而,7.65,11
陈大天,7.65,2
韩木墩,7.65,2
孟元,7.65,2
卢海潮,7.65,2
夏宗佑,7.65,2
梁振锋,7.65,2
田昊,7.65,2
杨志龙,7.65,2
虎艳芬,7.65,2
陈渝生,7.65,2
黄莎莉,7.65,2
王新博,7.65,2
赵岭,7.65,4
胡玮杰,7.65,2
沈荣海,7.65,2
刘秀萍,7.65,2
陈奕迅,7.65,4
陈泓宇,7.65,2
苏志威,7.65,4
杨少文,7.65,2
林子博,7.65,2
陈洁仪,7.65,2
黄允财,7.65,2
刘美珊,7.65,2
王烨,7.65,2
官晶华,7.65,2
倪萍,7.64,8
吴君如,7.64,9
赵学煌,7.63,3
方晓莉,7.63,6
蒋小涵,7.63,3
宋来运,7.63,3
曹翠芬,7.63,15
万斯敏,7.63,3
何嘉丽,7.63,3
毛孩,7.63,11
高皓正,7.63,3
罗烈,7.63,9
戴志伟,7.63,9
黄伟,7.63,3
徐蕾,7.63,3
吴浣仪,7.63,11
麦皓为,7.63,9
刘锦玲,7.63,11
林秀君,7.63,3
张会忠,7.63,3
欧阳佩珊,7.63,9
仁青顿珠,7.63,3
沈孟生,7.63,12
尚华,7.63,3
鲁园,7.63,6
张锦程,7.62,5
冯国,7.62,9
石云鹏,7.62,5
吴丽珠,7.62,5
林晓峰,7.62,4
陈柏霖,7.62,5
谭倩红,7.62,5
师小红,7.62,9
黎汉持,7.62,16
黄仲昆,7.62,13
王虎城,7.62,6
张晓林,7.62,4
姜厚任,7.62,8
崔杰,7.62,6
于慧,7.62,8
张岩,7.62,4
刘若英,7.61,8
陈秀雯,7.61,27
周野芒,7.61,15
谭炳文,7.61,17
陶飞霏,7.61,11
伍宇娟,7.61,10
周莉,7.61,9
虞天伟,7.61,15
梁修治,7.6,1
张志祺,7.6,1
付光玲,7.6,1
施敏,7.6,1
林哲熹,7.6,1
任云踪,7.6,1
尹思鉴,7.6,1
号天穷,7.6,1
_无伤,7.6,1
张欢,7.6,1
胡盈祯,7.6,1
陆玖言,7.6,1
卢学睿,7.6,1
卢正雨,7.6,5
李淑桢,7.6,1
刘芳英,7.6,1
_莎莉,7.6,1
沈逸,7.6,1
朱琪雯,7.6,1
李星葆,7.6,1
高蕾雅,7.6,1
骆俊文,7.6,1
陈良,7.6,1
李伯恩,7.6,1
_清榕,7.6,1
__豪,7.6,1
封雅涵,7.6,1
雷_怡,7.6,1
黄小龙,7.6,1
黎小田,7.6,1
林志豪,7.6,5
黎彩妮,7.6,2
陈泽铭,7.6,1
容朱迪,7.6,1
何美好,7.6,1
高安艺,7.6,1
叶子菁,7.6,1
卢刚,7.6,1
郝绍文,7.6,1
Linda,7.6,1
范丽波,7.6,1
樊云溪,7.6,1
张兆志,7.6,1
武景花,7.6,1
李志_,7.6,1
王晓东,7.6,1
陆奕璇,7.6,1
汪苏泷,7.6,1
小夕,7.6,2
闪增宏,7.6,2
赵宁,7.6,7
那英,7.6,2
王频,7.6,2
隋雨蒙,7.6,2
胡海顺,7.6,1
王浩然,7.6,1
李紫东,7.6,1
杨旭,7.6,1
刘坤山,7.6,1
顾小白,7.6,1
赵明义,7.6,1
杜_,7.6,1
李国庆,7.6,1
陈家碧,7.6,1
帛展,7.6,1
隋奕名,7.6,1
马少骅,7.6,20
任海龙,7.6,1
王宏,7.6,10
邢飞,7.6,1
马国伟,7.6,1
张伟欣,7.6,1
马国庆,7.6,1
邓名将,7.6,1
冷小明,7.6,1
春晓,7.6,1
铃木,7.6,1
魏季豪,7.6,1
侯祥玲,7.6,5
郑艳丽,7.6,1
吕东烨,7.6,1
刘静玉,7.6,1
马倩如,7.6,1
唐丽球,7.6,1
屈勇建,7.6,1
娄乃鸣,7.6,1
江芷妮,7.6,1
林凯恩,7.6,1
张多福,7.6,2
汪雪芳,7.6,1
邹佩丽,7.6,1
_晨光,7.6,1
赵虹,7.6,1
陈俊强,7.6,1
蔡凡熙,7.6,1
张烁宇,7.6,1
路安,7.6,1
罗颂欣,7.6,1
杨天天,7.6,1
陈涵,7.6,1
Issam,7.6,1
刘建平,7.6,1
李静怡,7.6,1
赵超,7.6,2
祁建,7.6,1
张刚刚,7.6,1
翟西柱,7.6,1
韩新超,7.6,1
刘思希,7.6,2
朱琛,7.6,1
夏永华,7.6,1
江明,7.6,2
潘_君,7.6,1
崔维宁,7.6,2
肖顺尧,7.6,4
周琦,7.6,1
_顾燕,7.6,1
裘海峰,7.6,1
陈玛雅,7.6,1
钟凡哲,7.6,1
孙翰文,7.6,1
黄晓龙,7.6,1
洪刚,7.6,1
陈家徒,7.6,1
宋光明,7.6,1
颜勤,7.6,1
于宇,7.6,1
陶泽如,7.6,20
李方平,7.6,1
李学智,7.6,1
刘烈红,7.6,1
陈小纭,7.6,2
安生,7.6,1
常乐,7.6,1
韩家勇,7.6,1
钟声,7.6,1
杨晓强,7.6,1
尤磊,7.6,1
刘雷,7.6,1
林辰唏,7.6,2
黄瑜娴,7.6,3
_宋汶霏,7.6,1
常锦洋,7.6,1
冯春哲,7.6,2
王长立,7.6,2
逯长恩,7.6,5
王润身,7.6,2
侯华,7.6,1
姚清,7.6,1
田慧,7.6,1
何君龙,7.6,1
陈德森,7.6,1
安德列-萨米宁,7.6,1
孟谦,7.6,1
徐晓刚,7.6,1
钱建平,7.6,1
宁浩,7.6,1
管虎,7.6,1
赵俊杰,7.6,1
列霞-萨玛耶娃,7.6,1
王汉文,7.6,1
庄达菲,7.6,1
万国鹏,7.6,1
叶钧,7.6,1
梁汉威,7.6,2
曹晏豪,7.6,4
萧徽勇,7.6,2
尼克莱-巴科拉恩,7.6,1
吴玉胜,7.6,1
蔡泽明,7.6,1
王延水,7.6,1
武文,7.6,1
方伟,7.6,1
孙翠萍,7.6,1
郝柏杰,7.6,9
孙凯,7.6,1
刘小惠,7.6,1
高子沣,7.6,2
陈建生,7.6,1
苏静,7.6,1
纪敏尚,7.6,1
陈姿伊,7.6,1
谭幸,7.6,1
任港秀,7.6,2
赵建纲,7.6,1
刘航,7.6,1
何晶,7.6,1
崔绍涵,7.6,1
钟慧仪,7.6,1
陈思思,7.6,1
刘红芳,7.6,1
李南星,7.6,1
贾思乐,7.6,1
尹田,7.6,1
王沐霖,7.6,1
彭国梁,7.6,1
尹大为,7.6,1
唐笑笑,7.6,1
胡轩豪,7.6,1
胡奥,7.6,1
尹燕彬,7.6,1
马斯尔方,7.6,1
洪菁仪,7.6,1
李志华,7.6,1
唐建中,7.6,1
白_音,7.6,1
马幼兴,7.6,1
杨文文,7.6,1
魏如昀,7.6,1
花佩_,7.6,1
狄_,7.6,1
倪_民,7.6,1
郑_达,7.6,1
周大庆,7.6,1
张昌缅,7.6,1
杨大正,7.6,1
张家瑜,7.6,1
林子君,7.6,1
潘丽丽 Li-li Pan,7.6,1
贾佩雅,7.6,1
姚岗,7.6,1
张惠春,7.6,4
陶惠东,7.6,1
张金泉,7.6,1
孙绍龙,7.6,1
赵燕国彰,7.6,5
刘洪源,7.6,1
迟为晔,7.6,1
严庆良,7.6,1
张箴,7.6,1
李冰俏,7.6,2
李卫东,7.6,1
周黎,7.6,1
艺龙,7.6,1
李宗强,7.6,1
王庆伦,7.6,1
江嘉敏,7.6,4
彭昵昵,7.6,1
成城,7.6,1
潘伟奕,7.6,1
蔡军,7.6,1
吴银灯,7.6,1
郑胜杰,7.6,1
唐远之,7.6,1
张续成,7.6,1
徐槿哲,7.6,1
丁羽,7.6,2
林振,7.6,1
魏云峰,7.6,1
张婉如,7.6,1
刘勇,7.6,6
孟战争,7.6,1
华新家,7.6,1
王鸿乐,7.6,1
朱玉明,7.6,1
黄偌仪,7.6,1
盖立新,7.6,1
王志国,7.6,1
郑随绪,7.6,1
田小冰,7.6,4
侯佩珊,7.6,1
陈加伦,7.6,1
杨兴,7.6,1
