剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
大医院小医师,2000,王小棣,侯文咏,蓝正龙 / 江祖平 / 马志翔 / 窦智孔,,台湾,25,,8.1,448
京城四少,1991,赖水清,王蕙玲,刘德凯 / 金超群 / 吴少刚 / 俞小凡,剧情 / 喜剧 / 爱情 / 历史 / 武侠 / 古装,台湾,53,65,8.1,863
妈妈吉利小叮当,1988,周游 / 李朝永,温丽芳,潘迎紫 / 姜厚任 / 潘哲蒲 / 凯凯,剧情 / 家庭 / 儿童,台湾,10,30,8.1,226
霹雳开疆纪,2007,黄文择,,黄文择口白,,台湾,40,,8.1,298
末代皇孙,1992,赖水清,阮少娜,黄日华 / 周海媚 / 罗惠娟,,台湾,36,,8.1,584
神仙老爸,1992,伍宗德,同德小组,冯淬帆 / 刘雪华 / 孙兴 / 季芹,,台湾,40,40,8.1,806
五味八珍的岁月,2017,徐辅军,温郁芳 / 张可欣,安心亚 / 李至正 / 钟承翰 / 孙可芳 / 颜毓麟 / 江常辉 / 陈歆妍 / 刘心妤 / 张耀仁 / 管翊君 / 江沂宸,剧情 / 传记,台湾,6,110,8.1,102
滚石爱情故事,2016,陈铭章 / 许富翔 / 徐辅军 / 许肇任 / 陈嘉鸿 / 林子平 / 陈慧翎 / 王明台 / 吴建新 / 柯翰辰 / 高炳权 / 林宏杰,杜政哲 / 吕蒔媛 / 毛训容 / 吴洛缨 / 温郁芳 / 温怡惠 / 刘梓洁 / 连奕琦 / 陈慧如 / 许芸齐 / 叶丹青,杨丞琳 / 吴慷仁 / 张榕容 / 柯有伦 / 邱泽 / 陈庭妮 / 陈怡蓉 / 陈乃荣 / 李国毅 / 郭雪芙 / 曾沛慈 / 苏达 / 郭书瑶 / 林柏宏 / 温贞菱 / 郑开元 / 欧阳伦 / 杨祐宁 / 程予希 / 曹晏豪 / 李玉玺 / 叶星辰 / 黄鸿升 / 谢欣颖 / 邱凯伟 / 朱芯仪 / 杨谨华 / 明道 / 蔡君茹 / 黄健玮 / 许玮甯 / 石知田 / 夏于乔 / 陈汉典 / 范文芳 / 谢祖武 / 方婧 / 郭鑫 / 曾珮瑜 / 张本渝 / 孟耿如 / 周明宇,剧情 / 爱情,台湾,20,48,8.1,8990
倚天屠龙记,2003,杨韬 / 赖水清,陈兵 / 张敬 / 韦辛,苏有朋 / 贾静雯 / 高圆圆 / 张国立 / 张铁林 / 陶虹 / 徐锦江 / 王刚 / 郭妃丽 / 释小龙 / 梁天 / 董晓燕 / 陈紫函 / 阎青妤 / 严敏裘 / 陈秀丽 / 鲍逸琳 / 林静 / 袁苑 / 姬麒麟 / 刘长生 / 于文仲 / 杜玉明 / 韩夫一 / 刘恒宇 / 王岗 / 叶静 / 晋松 / 詹小楠 / 刘思彤 / 李庆祥 / 郝柏杰 / 沈保平,武侠 / 古装,台湾 / 中国大陆 / 香港,40,48,8.1,52009
戏说乾隆,1991,范秀明,宋项如,郑少秋 / 赵雅芝 / 江淑娜 / 惠英红 / 周庭坤 / 张庭,爱情 / 武侠 / 古装,台湾,42,45,8.1,25810
下一站，幸福,2009,陈慧翎,陈慧翎 / 陈惠珍 / 曾咏婷 / 黄继柔 / 王玉琪 / 陆亦华,吴建豪 / 安以轩 / 许玮甯 / 吴慷仁 / 小小彬,剧情 / 爱情,台湾,21,75,8.1,37743
战神,2004,蔡岳勋,徐誉庭 / 虞小卉 / 惣领冬实,周渝民 / 徐熙媛 / 赖雅妍 / 安钧璨 / 修杰楷,剧情 / 爱情,台湾,20,70,8.1,16430
痞子英雄,2009,蔡岳勋,吴洛缨 / 陈惠如,周渝民 / 赵又廷 / 陈意涵 / 张钧甯 / 修杰楷 / 隋棠 / 汤志伟 / 秦沛 / 林嘉绮 / 李安卓 / 乔绍恒,动作 / 犯罪,台湾,24,50,8.1,38144
我在垦丁天气晴,2007,钮承泽 / 林清振,王小棣 / 温玉芳 / 黄琼慧 / 柯雁心 / 张可欣,彭于晏 / 张钧甯 / 阮经天 / 李康宜 / 李绍祥 / 钮承泽,剧情 / 爱情,台湾,20,,8.1,14956
京华烟云,1988,李英 / 任建青,丁亚民,赵雅芝 / 官晶华 / 赵家蓉 / 曾亚君,剧情,台湾,40,,8.1,1238
金剑雕翎,1986,周游,,周绍栋 / 张咏咏 / 沈海蓉 / 姜厚任 / 林秀君 / 江生 / 胡锦,,台湾,34,,8.1,558
新女巡按,1998,赖水清 / 李惠民,关展博 / 陈丽华 / 陈江,陈道明 / 孙翠凤 / 翁虹 / 葛蕾 / 叮当 / 张铁林 / 陈宝国 / 李立群 / 蔡灿得 / 刘孜 / 吴君如 / 关礼杰,喜剧 / 爱情 / 悬疑,台湾,51,45,8.1,1175
逆女,逆女,柯一正,杨雅喆,六月 / 潘慧如 / 贾雅婷,剧情 / 同性,台湾,5,,8.0,1932
刺马,1992,张彻 / 鹿峰,张彻,邵传勇 / 姜大卫 / 李婉华 / 吴茜薇 / 张振寰 / 林智洋 / 陈真真 / 赵倍誉 / 萧玉龙 / 张静懿 / 顾冠忠 / 黄建群 / 鹿峰 / 谭筱兰 / 江明 / 高冲霄 / 林伟 / 杜玉明 / 董志华 / 穆立新 / 姜克诚 / 王京花 / 江洋 / 许文瑞 / 蔡弘 / 关洪 / 刘松丽 / 李龙吟 / 刘正顺 / 马正民 / 张复周 / 吕俍慧 / 倪振耀 / 陆一龙 / 杨琼华 / 王耀 / 郑亚云 / 鲍正芳 / 胡翔评 / 李波 / 叶云琰 / 马侠 / 陈志珍,动作 / 武侠 / 古装,台湾,41,,8.0,383
征婚启事,2014,连奕琦,刘梓洁 / 王莉雯 / 蔡顗禾 / 张英珉,隋棠 / 李铭顺 / 郭书瑶 / 张少怀 / 钟承翰 / 黄志玮,爱情,台湾,20,60,8.0,627
牵手向明天,2003,余威德 / 沈怡,余威德,萧淑慎 / 陈浩民 / 李元柏 / 郭婷婷 / 柯淑勤 / 刘汉强 / 黄仲昆,喜剧 / 歌舞,台湾,40,,8.0,186
霹雳天启,霹雳天启,黄文择,黄强华,千叶传奇 / 六铢衣 / 太学,,台湾,48,,8.0,370
霹雳震寰宇之龙战八荒,霹靂震寰宇之龍戰八荒,,霹靂國際多媒體,,,台湾,40,,8.0,467
饭团之家,2010,王伟忠 / 沈时华,徐誉庭,赖雅妍 / 修杰楷 / 周孝安 / 狄志杰 / 方芳 / 樊光耀 / 林美秀 / 王以路 / 杨千霈 / 林柏宏 / 向语洁 / 蓝钧天,剧情 / 家庭,台湾,60,,8.0,1011
霹雳侠影之轰定干戈,2013,,周郎 / 八叉 / 廖明治 / 申呈山,黄文择,武侠,台湾,30,75-80,8.0,340
清蜜星体验,2010,连奕琦 / 钮承泽,,李康宜 / 蔡颐榛 / 许玮甯 / 修杰楷 / 吴慷仁 / 李绍祥 / 张毓晨 / 曾珮瑜 / 柯有伦 / 丁春诚 / 温升豪 / 王乐妍 / 房思瑜,,台湾,12,,8.0,3122
戏说台湾之兔儿神弄姻缘,2010,,,陈威翰 / 张维锡 / 陈心妤 / 史黛西 / 李飞,剧情 / 爱情 / 同性 / 奇幻,台湾,10,10,8.0,1253
追妻三人行,1989,王重光,王蕙玲,方芳 / 常枫 / 林在培 / 蓝心湄 / 涂善妮 / 李亚明 / 李天柱 / 赵永馨,,台湾,30,,8.0,4454
包青天,1993,孙树培,陈文贵 / 温丽芳 / 邓育焜 / 陈曼玲 / 蔡文杰,金超群 / 何家劲 / 范鸿轩 / 蔡文杰 / 邓育焜 / 陈曼玲 / 周平 / 乔安 / 梁立寅 / 李昌民 / 韦辛 / 叶云樵 / 姚庆康 / 温丽芳 / 李小宁 / 赖慧中 / 宋文仲 / 李宜,剧情 / 历史 / 武侠 / 古装,台湾 / 香港,,47,8.0,34111
八月桂花香,1988,鞠觉亮,江龙,刘松仁 / 苏明明 / 沈孟生 / 米雪 / 萧大陆 / 李立群 Lichun Lee / 江明 Ming Chiang / 谢祖武,剧情,台湾,21,40,8.0,1039
春去春又回,1989,余民生 / 梁凯程 / 江河,关展博 / 陈丽华,刘松仁 / 夏文汐 / 马景涛,,台湾,40,,8.0,953
倩女幽魂前传,1995,鞠觉亮,苏香玉,張庭 / 謝祖武 / 俞小凡,,台湾,24,,7.9,188
天涯共此时,1996,何東興,劉凡禎,林瑞阳 / 萧蔷 / 岳翎 / 施羽 / 艾偉,,台湾,39,,7.9,77
跑步回中国,2011,,,林义杰、白斌,,台湾,14,25,7.9,61
我在1949，等你,2009,陈铭章,吴洛缨,戴君竹 / 林佑威 / 黄鸿升 / 刘恺威 / 张晨光,剧情 / 爱情 / 家庭 / 历史,台湾,12,95,7.9,813
爱回来,2011,叶天伦,林佳慧 / 高妙慧,蔡君茹 / 龙劭华 / 张睿家 / 严艺文 / 林鸿翔 / 亮哲 / 王镜冠 / 吴亚鄀 / 林玟谊,剧情 / 爱情,台湾,22,70,7.9,62
你是我的唯一,2009,林君城,邓洁 / 李懿芳 / 夏康真,王柏杰 / 傅小芸 / 张君明 / 高培文 / 陈博正,,台湾,7,,7.9,177
爱的3.14159,2018,陈保中,邹维刚,吴思贤 / 邵雨薇 / 陈大天 / 杨小黎 / 李婕,剧情 / 爱情,台湾,17,90分钟（含广告）,7.9,143
候鸟e人,2004,邓安宁,黄志翔,谭俊彦 / 应采儿 / 陈建州 / 杨丞琳 / 品冠 / 关颖 / 张国柱 / 高捷,,台湾,20,,7.9,394
牵牛花开的日子,2008,叶鸿伟 / 杨冠玉 / 柯政铭 / 于中中,全能编剧小组,吴奇隆 / 窦智孔 / 杨谨华 / 梁又琳 / 张天霖 / 李佳豫 / 汪政纬 / 林利霏,剧情 / 爱情 / 家庭,台湾,32,50,7.9,338
High,2016,林子平,林子平 / 王晴晴,罗弘证 / 晨翔 / 谢怡芬,剧情,台湾,13,70分钟以上,7.9,195
倪亚达,2010,曹瑞原,,杨祐宁 / 曾宝仪 / 梁智瑜 / 郭书瑶 / 蔡振南 / 杨丽音,剧情 / 爱情 / 儿童,台湾,21,,7.9,183
多情刀客无情刀短刀行,2001,鞠国亮 / 浦腾晋,郭筝,张卫健 / 刘玉婷 / 林小楼,喜剧 / 动作 / 武侠 / 古装,台湾 / 香港,16,45,7.9,672
唐太宗李世民,1994,李朝永 / 王圻生 / 冯凯 / 张自强 / 夏传林,徐斌扬 / 刘富民 / 朱向敢 / 王树元 / 傅功振 / 邓沐珩,林俊贤 / 傅艺伟 / 童爱玲 / 王筱婵 / 王伯昭 / 李志奇 / 周绍栋 / 康凯 / 玉尚,剧情 / 历史,台湾,54,56,7.9,4150
20之后,2018,王小棣,温郁芳 / 张可欣,谢怡芬 / 蓝钧天 / 郑靓歆 / 江沂宸 / 颜毓麟 / 林子熙,剧情 / 爱情 / 同性,台湾,20,,7.9,105
那年，雨不停国,2010,陈慧翎,夏康真 / 巫知谕 / 李懿芳 / 赵荃,张书豪 / 张捷 / 简嫚书 / 柯淑勤 / 吴建豪 / 苏炳宪 / 刘瑞琪,,台湾,6,,7.9,1151
十六個夏天,2014,许富翔,杜政哲,林心如 / 杨一展 / 谢佳见 / 许玮甯 / 邹承恩 / 郭品超 / 柯淑勤 / 戴君竹 / 赵慧仙,剧情 / 爱情,台湾,16,90,7.9,6516
人间四月天,2000,丁亚民 / 曾念平,王蕙玲,黄磊 / 周迅 / 刘若英 / 伊能静 / 郎雄 / 吴军忱 / 马跃 / 冯雷 / 王斑 / 刘牧 / 孙桂田,剧情 / 爱情,台湾,20,53,7.9,14623
爱杀17,2006,江丰宏,陈世杰,张韶涵 / 沈时华 / 陆廷威 / 杨士萱 / 张善杰 / 吴中天,剧情 / 悬疑,台湾,14,70min,7.9,7264
那一年的幸福时光,2009,游监煜,孙法钧 / 雪容,郭采洁 / 温升豪 / 杨一展 / 隋棠 / 吴念真 / 吴定谦,,台湾,21,,7.9,1895
穆桂英之大破天门阵,1998,杨绍鸿,梁天,焦恩俊 / 陈秀雯 / 林韦辰 / 文颂娴 / 曹翠芬 / 龙贯天 / 宫雪花 / 杨泽霖 / 鲍起静 / 马宗德 / 谭炳文 / 宗扬 / 曾玮明 / 黄瑷瑶 / 陶安仁 / 谭少瑛 / 陈丽云 / 饶芷昀 / 吴浣仪 / 朱燕珍 / 苏昶 / 司马华龙 / 郑恕峰 / 甘山 / 关键 / 冼灏英 / 卢惠光 / 郭金 / 冯国 / 梁锦荣 / 吴霆,剧情,香港 / 台湾,32,45,7.9,1432
聊斋,1996,劉仕裕,丁善玺,罗嘉良 / 俞小凡 / 杨丽菁 / 钱小豪 / 陈鸿烈,爱情 / 奇幻 / 古装,香港 / 台湾,35,46,7.9,916
霹雳侠影之轰掣天下,2013,王嘉祥,廖明治，周郎，章三封，申呈山等,,剧情 / 动作 / 奇幻 / 武侠,台湾,32,90,7.8,232
欢喜楼,1993,鞠觉亮,王蕙玲,林瑞阳 / 徐乃麟 / 张玉嬿 / 郭丽金 / 方芳,剧情 / 喜剧 / 爱情,台湾,50,48,7.8,38
再见，忠贞二村,2005,梁修身,刘凡祯,陈建州 / 唐志中 / 蔡燦得 / 赵学煌 / 陈宇凡,,台湾,20,,7.8,70
半生缘一世情,1992,,林晓筠,蓝洁瑛 / 焦恩俊 / 杨庆煌 / 谢屏楠,剧情,台湾,30,,7.8,101
楚留香新传之影子传奇,1985,李岳峰,王忠仁,郑少秋 / 邱淑宜,,台湾,20,,7.8,193
真爱一世情,1996,何东兴,刘凡祯,林瑞阳 / 萧蔷 / 王惠五 / 杨佩洁 / 林心如 / 施羽,,台湾,68,,7.8,241
蝉翼传奇,1988,,,张晨光 / 应晓薇 / 张咏咏,,台湾,22,,7.8,280
永远都想你管我,2011,程孝泽,九把刀,张睿家 / 柯佳嬿,爱情,台湾,6,3,7.8,314
新兵日记,2010,王为,李信邦,姚元浩 / 陈德烈 / 傅子纯 / 夏政峰 / 林道远 / 谢炘昊 / 陈文翔 / 唐丰,,台湾,43,95分钟（第1～6集） / 105分钟（第7～集）,7.8,463
倚天屠龙记,1994,赖水清,关展博 / 陈丽华 / 金庸,马景涛 / 叶童 / 周海媚 / 孙兴 / 萧大陆 / 潘仪君 / 陈孝萱,武侠,台湾,64,50,7.8,15001
怒剑狂花,1985,独孤红 / 张玲 / 史俊明 / 杨铭荃,古龙 / 独孤红,张玲 / 周麟 / 田鹏 / 汪禹 / 尹小曼 / 刘尚谦 / 林秀君 / 郑亚云 / 樊梅生 / 乔宏 / 樊日行 / 余太平 / 魏平澳 / 刘筱萍 / 黄永光 / 卢迪 / 周华卿 / 孟令名,爱情 / 武侠,台湾,30,,7.8,248
霹雳经武纪之枭皇论战,2010,王嘉祥,廖明治 / 三铉 / 八叉 / 素问,素还真 / 剑之初 / 一页书 / 擎海潮 / 叶小钗 / 魔王子 / 戢武王,剧情,台湾,40,60-70,7.8,381
一代皇后大玉儿,1992,李岳峰,,潘迎紫 / 尔冬升 / 刘青云,剧情 / 爱情 / 武侠 / 古装,台湾,44,50,7.8,3983
是非,2018,李青蓉,林珮瑜,江常辉 / 张行 / 叶翊恩 / 苏育惟 / 初孟轩 / 康茵茵 / 赵永馨 / 邱志宇,爱情 / 同性 / 家庭,台湾,8,25,7.8,2508
败犬女王,2009,林清振,杜欣怡 / 吴至伟 / 曾咏婷 / 汪秀贤,阮经天 / 杨谨华 / 朱芯仪 / 温升豪 / 宋新妮 / 杨雅筑 / 陈为民 / 张怀秋 / 余炳贤 / 李沛旭 / 赖亭君,喜剧 / 爱情,台湾,21,,7.8,28481
斗鱼,2004,柯翰辰,曹如萍 / 林雅淳,郭品超 / 蓝正龙 / 安以轩 / 陆明君 / 庞庸之 / 戴君竹 / 倪敏然 / 张勋杰,爱情,台湾,20,,7.8,16486
京华烟云,2005,张子恩,林语堂 / 张永琛,赵薇 / 潘粤明 / 邱琦雯 / 陈宝国 / 黄维德 / 王刚 / 赵奎娥,剧情 / 爱情 / 家庭 / 战争,台湾 / 中国大陆,44,46,7.8,24262
雪山飞狐,1991,李朝永,金庸,孟飞 / 龚慈恩 / 伍宇娟 / 慕思成 / 汤镇宗 / 王璐瑶,剧情 / 武侠 / 古装,中国大陆 / 台湾,40,53,7.8,11256
神州侠侣,1985,周游,张信义,孟飞 / 潘迎紫 / 吴元俊 / 贝心瑜,,台湾,24,40,7.8,457
楚留香新传之新月传奇,1985,张鹏翼,姚庆康,郑少秋 / 米雪,剧情 / 古装,台湾,20,40,7.7,220
巷弄里的那家书店,2014,柯翰辰 / 于胡保,陆亦华 / 张绮恩 / 黄国苏 / 黄宣颖,李威 / 谢欣颖 / 王乐妍 / 林柏宏 / 黄鸿升 / 周采诗,剧情,台湾,25,90,7.7,292
贞女‧烈女‧豪放女,2000,胡秀兰,李顺慈,潘仪君 / 沈孟生 / 施易男,爱情 / 古装,台湾,46,,7.7,358
兰花传奇,1985,李岳峰,姚庆康,郑少秋 / 井莉,剧情 / 爱情 / 武侠 / 古装,台湾,20,,7.7,130
霹雳天命之仙魔鏖锋Ⅱ斩魔录,2017,王嘉祥,廖明治 / 周郎 / 太平 / 亦云 / 东山 / 峤小鹤 / 季幽,,奇幻 / 武侠 / 古装,台湾,60,60分钟左右,7.7,158
霹雳外传之叶小钗传奇,1996,黄文择,,黄文择口白,武侠,台湾,6,,7.7,68
金缕衣,1993,蔡扬名,,宋逸民 / 周筱云,,台湾,20,,7.7,36
惊世媳妇,1995,李岳峰,宋文仲 / 林慧津 / 赵传贤,萧大陆 / 张玉嬿 / 王中皇 / 周筱云 / 孙鹏,剧情 / 爱情 / 家庭,台湾,43,48,7.7,103
霹雳谜城之九轮异谱,2015,王嘉祥,廖明治 / 周郎 / 千夜 / 宇文彻 / 亦云 / 东山,黄文择,奇幻 / 武侠 / 古装,台湾,32,90,7.7,160
如朕亲临,2016,陈嘉鸿,陈萱 / 李登雅 / 方婕,李国毅 / 连俞涵 / 蓝钧天 / 房思瑜 / 范宸菲 / 杨子仪 / 宝咖咖 / 黄泰安 / 林小楼,喜剧 / 爱情,台湾,17,71分钟 / 90分钟（含广告）,7.7,2657
霹雳开天记之创神篇,2014,王嘉祥,廖明治 / 周郎 / 伯风 / 太平 / 千夜 / 九非颜 / 宇文徹,,奇幻 / 武侠 / 古装,台湾,32,90,7.7,179
1006的房客,2018,陈戎晖,李登雅 / 费工怡 / 陈萱 / 方婕,李国毅 / 谢欣颖 / 谢坤达 / 谢沛恩 / 许光汉 / 黄腾浩 / 郭鑫 / 刘品言 / 卜国耕 / 蔡阿炮 / 曾威豪 / 杨永维 / 龙天翔 / 谢琼煖 / 赖雅妍 / 林逸欣 / 傅雷 / 谢其文 / 刘冠廷 / 古斌 / 沈孟生 / 雷洪,爱情 / 科幻 / 悬疑,台湾,26,60,7.7,1280
爱在他乡,1998,,,坣娜 / 寇世勋 / 郑裕玲,,台湾,30,,7.7,236
侬本多情,1996,李惠民 / 赖水清 / 卢伦常,关展博 / 陈丽华,马景涛 / 吴启华 / 刘雪华 / 刘嘉玲 / 李立群 / 童安格 / 孙兴,剧情 / 动作 / 爱情 / 传记 / 战争,台湾,40,,7.7,422
天下第一,2005,邓衍成 / 韦丽园,王晶 / 林强,郭晋安 / 霍建华 / 李亚鹏 / 张卫健 / 高圆圆 / 黄圣依 / 刘松仁 / 陈怡蓉 / 叶璇 / 李建义 / 邓超 / 汤镇业 / 陈法蓉 / 唐群,动作 / 爱情 / 古装,中国大陆 / 香港 / 台湾,35,45,7.7,25355
香帅传奇,1995,范秀明,古龙,郑少秋 / 杨丽菁 / 夏光莉 / 沈孟生 / 康凯 / 林美贞 / 陈亚兰,武侠 / 古装,台湾,27,40,7.7,10158
我爱美人鱼,1993,林义雄 / 林能宽 / 刘明鑫,谭嬣,酒井法子 / 邵昕 / 苏明明 / 秦风,剧情 / 爱情 / 家庭 / 奇幻,台湾,30,,7.7,1156
舞动奇迹,2003,陈铭章,,洪嘉玲 / 张大镛 / 陈亦飞 / 曾安琪 / 柯叔元 / 林孟瑾 / 隋棠 / 杨洁梅,剧情 / 爱情,台湾,23,,7.7,1353
恋香,2003,杨大庆,刘玮慈,彭于晏 / 秋瓷炫 / 刘松仁 / 沈时华 / 许玮伦 / 吴建宇 / 白吉胜 / 李欣 / 明智妍 / 李喜真 / 康珉珪 / 裴美子,爱情,香港 / 台湾 / 韩,30,,7.7,2135
天师钟馗,1994,区玉盛 / 郭令送,赵志坚,金超群 / 范鸿轩 / 杨丽菁 / 林心如 / 孙兴 / 王思懿 / 贾静雯 / 岳翎 / 邱心志 / 翁虹 / 恬妞,武侠 / 古装 / 鬼怪,台湾 / 新加坡,85,45,7.7,721
霹雳开天记之创神篇下阕,2015,王嘉祥,廖明治 / 周郎 / 伯风 / 太平 / 九非颜,,奇幻 / 武侠 / 古装,台湾,32,80,7.6,139
灿烂时光,2015,郑文堂,,巫建和 / 姚淳耀 / 贾佩雅 / 傅小芸 / 龙冠武 / 潘丽丽 Li-li Pan / 黄尚禾 / 林子君 / 吴朋奉 / 林柏宏 / 张家瑜 / 藍雅芸 / 杨大正 / 游安顺 / 张昌缅 / 施名帅 / 莫子仪 / 郑暐达 / 白潤音,历史,台湾,20,50,7.6,45
再爱我一次,1996,李岳峰,陳曼玲,张晨光 / 张玉嬿 / 倪齊民 / 狄鶯 / 花佩嵐,剧情,台湾,43,,7.6,41
芳草斜阳外,1993,梁修身,,张晨光 / 俞小凡,,台湾,23,,7.6,65
摇滚保姆,搖滾保姆,王传宗 / 郭春晖,,魏如昀 / 杨文文 / 马幼兴 / 吕雪凤,,台湾,5,,7.6,68
春风不问路,1996,何東興,張明玉,張晨光 / 俞小凡 / 潘儀君 / 艾偉 / 陳莎莉,,台湾,38,,7.6,64
天蚕再变,天蚕再变,韦辛,黄鹰 / 韦辛,顾冠忠 / 曾亚君 / 张复建 / 蓝文青 / 刘芳英,动作 / 武侠 / 古装,中国台湾,30,,7.6,83
侦探物语,2005,杨雅喆 / 林宏杰,,范植伟 / 陶晶莹 / 徐锦江 / 张惠春 / 罗北安 / 杨雅筑 / 李淑桢 / 郎祖筠,,台湾,30,,7.6,110
比赛开始,2009,梁修身,梁修身,李国毅 / 卢学睿 / 柯佳嬿 / 林亚霖 / 高蕾雅 / 蔡振南 / 梁修治 / 王琄,,台湾,20,,7.6,152
傻阿甘,1995,邓育庆,邓育焜,邱心志 / 刘雪华 / 张晨光 / 归亚蕾 / 刘德凯 / 薛佳凝,剧情 / 爱情,中国大陆 / 台湾,26,40,7.6,269
霹雳兵燹之圣魔战印,2011,王嘉祥,廖明治 / 八叉 / 申呈山,素还真 / 殢无伤 / 号天穷 / 任云踪,剧情 / 武侠 / 古装,台湾,40,60~70,7.6,306
刘伯温传奇,1992,梁凯程,,张复建 / 游安顺 / 杨仲恩,,台湾,40,,7.6,261
闪亮的日子,2009,周晓鹏,陈晓冰,白歆惠 / 张兆志 / 那维勋 / 贺一航 / Linda / 戴君竹 / 李佳豫 / 郝绍文 / 梁正群 / 李伯恩 / 王娟,,台湾,60,,7.6,311
犀利人妻,2010,徐辅军,杨海薇,隋棠 / 溫昇豪 / 王宥胜 / 朱芯仪 / 李沛旭 / 蔡淑臻 / 胡盈祯,,台湾,23,,7.6,4922
奇迹的女儿,2018,郑文堂,杨青矗,温贞菱 / 连俞涵 / 孙可芳 / 林哲熹 / 黄镫辉,剧情,台湾,4,60,7.6,314
恋夏38℃,2012,黄朝亮,黄朝亮,胡宇崴 / 吴映洁 / 苑新雨 / 王睿 / 是元介,剧情 / 爱情,台湾 / 中国大陆,30,47,7.6,485
通灵少女,2017,陈和榆,陈和榆 / 廖振凯 / 李庭瑜 / 林孟寰,郭书瑶 / 蔡凡熙 / 陈慕义 / 郑茵声 / 李千娜 / 黄仲昆 / 谢翔雅,剧情 / 悬疑 / 奇幻,台湾 / 新加坡 Singapore,6,45,7.6,2014
我的男孩,2017,徐辅军,徐誉庭 / 李婉榕 / 吴俊佑,林心如 / 张轩睿 / 高圣远 / 李李仁 / 屈中恒 / 严艺文 / 温贞菱 / 许光汉 / 张本渝 / 庞庸之 / 杨谨华,剧情 / 喜剧 / 爱情,台湾,20,70,7.6,2591
星星知我心,1984,林福地,何晓,吴静娴 / 张鹏 / 石安妮 / 胡家玮 / 苏慧伦 / 韩更 / 郝曼丽 / 杨兴,剧情,台湾,40,40,7.6,2542
新龙门客栈,1996,杨佩佩,张炭,马景涛 / 夏文汐 / 郭晋安 / 陈红 / 李立群 / 关礼杰,剧情 / 古装,台湾,50,,7.6,2505
戏说慈禧,1992,范秀明,宋项如 / 邓育焜,丛珊 / 何晴 / 翁家明 / 马景涛 / 崔浩然,剧情 / 传记,台湾,62,45,7.6,553
食神,2008,陈皓威,周星驰,王仁甫 / 吴佩慈 / 陈浩民,,台湾,30,,7.6,5128
天外飞仙,2006,黄伟明 / 王少杰 / 梁胜权,邓紫珊,胡歌 / 林依晨 / 李勤勤 / 赵亮 / 谢君豪 / 郭妃丽 / 窦智孔 / 吕一 / 唐宸禹 / 韩雪 / 陈秀丽 / 徐锦江 / 邬倩倩 / 岳跃利,爱情 / 奇幻 / 古装,中国大陆 / 台湾,38,47,7.6,20811
还珠格格第二部,1999,李平 / 孙树培,琼瑶,赵薇 / 苏有朋 / 张铁林 / 周杰 / 林心如 / 范冰冰 / 刘丹 / 牟凤彬 / 王艳 / 赵敏芬 / 戴春荣 / 赵丽娟 / 李明启 / 朱宏嘉 / 陆诗雨 / 陈莹 / 薛严 / 刘伟 / 鱼梦洁 / 李冰俏,剧情 / 喜剧 / 动作 / 爱情 / 古装,台湾 / 中国大陆,48,48,7.6,58502
第八号当铺,2002,陈俊良,李晓苹 / 李旭敏,杜德伟 / 天心 / 郑家榆 / 林韦君 / 庹宗华 / 江祖平,剧情 / 奇幻,台湾,116,45,7.6,13065
冷月孤星剑,1984,李鹏 / 詹龙,谢雄武 / 林金盛,张诗涵 / 杨凯琪 / 车轩 / 马景涛 / 肖大陆 / 宗卫 / 江东华 / 龙冠武 / 吕海琴,动作,台湾,30,40,7.5,124
新星星知我心,1998,林福地,张龙光 / 吴国庆,吴静娴 / 于莉 / 蔡振南 / 林昀 / 潘蔚 / 李清惠 / 萧维亚 / 赵禹,,台湾,20,,7.5,96
明宫谜案,2007,孔笙,刘建业 / 孙卓,张晨光 / 萧蔷 / 高鑫 / 刘燕燕 / 桑叶红,历史,中国大陆 / 台湾,38,,7.5,114
福星福將,1991,,王笠人工作室,何家勁 / 唐娜 / 徐乃麟 / 王玉玲,,台湾,不詳,,7.5,275
恶灵05,2005,柯翰辰,,李威 / 洪小铃 / 林立雯 / 唐宸禹 / 金刚 / 唐以菲 / 王以路,爱情 / 惊悚 / 恐怖,台湾,20,45,7.5,487
计中计状元财,计中计状元财,范秀明,,郑丹瑞 / 于莉 / 刘玉婷 / 马景涛 / 刘德凯 / 关礼杰 / 俞小凡 / 蔡少芬 / 孙兴 / 刘雪华,,中国大陆 / 香港 / 台湾,80,,7.5,87
楚留香新传之鹦鹉传奇,1985,许圣雨,姚庆康,郑少秋 / 李海兴,,台湾,20,,7.5,160
太阳雨,1990,,玄小佛,林以真 / 张晨光 / 姜厚任,,台湾,30,30,7.5,100
土地公传奇之双龙夺珠,1998,沈怡,,邱心志 / 刘雪华 / 黄少祺 / 江祖平,剧情 / 古装,台湾,38,,7.5,93
一门英烈穆桂英,1989,宗华,高庸,魏秋桦 / 张震寰 / 金超群,剧情,台湾,30,50,7.5,87
玫瑰豪情,1994,,夏美华,涂善妮 / 张晨光 / 岳翎 / 孙兴 / 归亚蕾 / 艾伟 / 杜文 / 罗婷婷 / 杨群,,台湾,64,,7.5,43
