剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
美丽人生,2008,郭靖宇,郭靖宇 / 肖绍权 / 韩晓天,李雪健 / 吴越 / 黄海波 / 杨志刚 / 杨梅,剧情,中国大陆,30,42,8.7,350
母亲,1998,高力强 / 曲立君,,岳红 / 王虎城 / 刘敏涛 / 靳东,家庭,中国大陆,25,46,8.7,176
铁血征途,2013,花箐,陈庄 / 冉光泽 / 陈秋平,林江国 / 王韦智 / 高姝瑶 / 吴其江 / 衣珊 / 石安妮 / 刘冠成 / 王大宇 / 程实 / 王铮 / 曲少石 / 王奎荣 / 王妍之 / 金草 / 肖伟 / 阮鹏 / 米冈宽纯 / 郭万超 / 周惠林,剧情 / 战争,中国大陆,35,,8.7,564
唐肥肠传奇,1996,,,刘德一 / 廖小宣 / 陈光忠,,中国大陆,6,,8.6,57
大马帮,2004,马功伟,高旭凡,章申 / 萧蔷 / 宁静 刘佩琦 / 张明健,,中国大陆,30,,8.6,173
高中女生,2003,杨韬,李继志 / 李约拿 / 谭牧,罗鸿,剧情,中国大陆,15,,8.6,179
不能失去你,2006,张番番,宋春雨,许忠全 / 海清 / 王千源 / 赵毅 / 满江 / 彭玉,剧情 / 家庭,中国大陆,21,,8.6,340
家里比较烦,2000,朱翊,,吕凉 / 文兴宇 / 场昆 / 周立波 / 王霞 / 高颖 / 杜光祎,,中国大陆,26,,8.6,359
一家老小向前冲,2005,,,王永光 / 李晓嘉 / 张小虎 / 王湘平 / 宋谷 / 彭宇 / 周曙 / 杨珊珊 / 岳菁蔚 / 刘娜 / 李俊豪 / 邓雨倩,喜剧 / 家庭,中国大陆,207,26,8.6,301
武生泰斗,1990,王好为 / 李晨声,马泉来,邢岷山 / 徐帆 / 陈小艺 / 王金璐,剧情 / 戏曲,中国大陆,10,40,8.6,113
贾里的故事,1996,秦竞虹,,肖岳,,中国大陆,6,,8.6,155
钱王,2001,于敏,源,赵文瑄 / 于荣光 / 高明 / 吴冕 / 何琳 / 陈龙 / 霍思燕,,中国大陆,20,,8.6,228
霜叶红似二月花,1995,刘毅然,刘毅然 / 余华 / 于永和,陈红 / 林京来 / 苗乙乙 / 叶晖 / 孙强,剧情 / 家庭,中国大陆,20,,8.6,110
别了，李香兰,1989,吴健平,安倍徹郎,泽口靖子 / 山田邦子,,中国大陆 / 日本,6,,8.6,138
原乡,2014,张国立,陈文贵,陈宝国 / 张国立 / 奚美娟 / 冯恩鹤 / 马少骅 / 宋晓英,剧情,中国大陆,30,40,8.6,1162
威胁,2001,陈国军,胡平 / 远方 / 冬立,丁勇岱 / 刘欣 / 赵燕国彰 / 伍强 / 刘冲 / 李琳 / 卫晓茼,,中国大陆,26,,8.6,95
沙漠王子,1987,赵慧娟,陈曼,赵志刚 / 周晓芬 / 史济华,,中国大陆,3,,8.6,85
冰冰棒棒和泡泡,1993,,,丁俨,儿童,中国大陆,53,,8.6,78
走入欧洲,1997,黄克敏,,孙淳 / 赵明明 / 姚橹 / 李颖 / 奇梦石 / 慕青 / 张志坚,剧情 / 爱情,中国大陆,25,,8.6,67
阿木林,1998,,,陈国庆,,中国大陆,280,,8.6,46
方脑壳的故事,2001,李小果,程青松,庞祖云 / 赵亮 / 仇小豹 / 罗吉龙 / 陈惠娟,,中国大陆,36,,8.6,132
首富,2006,,,元亮 / 许还山 / 于娜,剧情 / 爱情,中国大陆,32,,8.6,70
我是你儿子,2010,唐大年,孙睿,吴刚 / 徐路 / 王澜 / 王景春 / 吴晓亮 / 佟磊,,中国大陆,26,,8.6,69
一千零一夜,2016,席然,许稼逸 / 余晓熠 / 席然,翟鹏 / 邵琪 / 王宜谦 / 吴玮蓉 / 陆凯,科幻,中国大陆,16,4,8.6,221
远离罪恶,2001,白玉,徐广顺,高远 / 徐卫 / 智一桐,剧情,中国大陆,18,48,8.6,136
喜乐会,1996,李国立,,潘虹 / 刘松仁 / 恬妞 / 林熙蕾 / 黄磊 / 方中信 / 罗慧娟 / 王渝文 / 林俊贤 / 张国柱,,中国大陆 / 香港 / 台湾,30,,8.6,265
高山下的花环,1984,滕敬德 / 席与明,李德顺 / 于景,周里京 / 朱建民 / 王同乐,,中国大陆,3,,8.6,419
青鸟的天空,2004,张建栋 / 姜伟,彭三源 / 耿旭红,张延 / 王学兵 / 涂松岩 / 蒋恺 / 姚芊羽 / 董勇 / 咏梅 / 杨子骅 / 陶飞霏,剧情 / 家庭,中国大陆,26,40,8.6,716
劈棺惊梦,1988,,,黄新德 / 马兰 / 卢伟强 / 韩军,剧情 / 古装 / 戏曲,中国大陆,4,,8.6,54
生活有点甜,2016,杨亚洲 / 杨博,齐铁民,冯巩 / 姜宏波 / 巩汉林 / 方青平 / 徐岑子 / 贾玲 / 白凯南 / 秦焰,剧情 / 喜剧 / 家庭,中国大陆,38,45,8.6,1179
混世奇才庞振坤,1999,卢卫国,赵成浩 / 泰俊（原著）,沈航 / 张伟 / 陈敏 / 宋义峰 / 柏鸿文,剧情 / 喜剧 / 传记 / 历史 / 古装,中国大陆,39,,8.6,57
仙剑奇侠传,2005,吴锦源 / 梁胜权 / 麦贯之 / 于建福,陶海 / 王远 / 阎虹宇 / 阎振华,胡歌 / 刘亦菲 / 安以轩 / 刘品言 / 彭于晏 / 谢君豪 / 李丽珍 / 徐锦江 / 谭耀文 / 邓家佳 / 邓立民 / 周德华 / 钟夫翔 / 蒋欣 / 张茜 / 杨旻娜 / 王禄江 / 杨昆 / 郑佩佩 / 张芯瑜 / 黄智贤 / 孙莉 / 曾之乔 / 过齐鸣,爱情 / 奇幻 / 武侠 / 古装,中国大陆,34,46,8.6,83748
神探狄仁杰,2004,钱雁秋,钱雁秋,梁冠华 / 吕中 / 张子健 / 须乾 / 祝延平 / 钱雁秋 / 蒋欣 / 彭丹 / 刘爽 / 徐晓贝 / 姜昕言 / 淳于珊珊 / 曲栅栅 / 严燕生 / 乔红 / 邵万林 / 赵军凯 / 董璇 / 舒砚 / 苑冉 / 张树平 / 韩振华 / 关悦 / 赵志刚 / 韩继明 / 李世龙 / 贺松寿 / 梅志刚 / 孔庆子 / 李海峰 / 卢明 / 陆继东 / 夏志平 / 韩木墩 / 潘耀初 / 符学斌,剧情 / 悬疑 / 古装,中国大陆,30,45,8.6,15901
恰同学少年,2007,龚若飞 / 嘉娜·沙哈提,黄晖,谷智鑫 / 钱枫 / 徐亮 / 范近轮 / 练束梅 / 赵冉 / 钱芳 / 孙坚 / 郭菁菁 / 梁婷 / 宋雨霏 / 高梓淇 / 陈锐 / 郭东文 / 吴宝国 / 王宇 / 巩峥 / 肖扬 / 贾科 / 罗伯特 / 李希恩 / 陈康 / 王劲松 / 杨俊勇 / 蔡伟 / 彭宇 / 陈思 / 陈紫鹏 / 李强 / 刘旺 / 张论 / 曹雪晴 / 刘文晶 / 张月 / 余小玲 / 周光大 / 徐宝忠 / 张岩 / 蔡小伟 / 肖谨 / 陈功 / 冯磊 / 杨福强 / 蒋立国 / 李鑫 / 胡俊 / 侯杰 / 黄宇娟 / 陈戈 / 刘洋 / 卢问章 / 王喜元 / 甘露 / 栾胡华 / 关辉 / 张延炳 / 李海贝 / 伍仁斌 / 王鸣,剧情 / 传记 / 历史,中国大陆,23,45,8.6,15049
永不磨灭的番号,2011,徐纪周,徐纪周 / 冯骥,黄海波 / 王雷 / 白雨 / 李健 / 姚芊羽 / 倪大红 / 高昌昊 / 斌子 / 刘彦卿 / 大冢匡将,剧情 / 战争,中国大陆,34,40,8.6,9228
楚留香新传,2012,张敏,古龙,张智尧 / 樊少皇 / 金巧巧 / 刘德凯 / 傅艺伟 / 黄娟 / 夏一瑶,剧情 / 武侠 / 古装,中国大陆,38,43,8.6,5467
傻儿师长,1992,束一德,刘德一 / 涂年智,刘德一 / 唐玉生 / 胡明克 / 刘柳,,中国大陆,4,50,8.6,1200
情有千千劫,2002,尚伟,马为 / 郑锐 / 赵雳,李幼斌 / 于小慧 / 白凡 / 王奎荣,悬疑 / 惊悚 / 犯罪,中国大陆,25,45,8.6,1131
命案十三宗,2000,高群书,高群书,刘威葳 / 李进荣,剧情 / 犯罪,中国大陆,21,40,8.6,1074
新乱世佳人,1997,杨文军,黄蓓佳,恬妞 / 杨旻娜 / 金巧巧 / 汤镇宗,剧情 / 家庭,中国大陆,33,,8.6,1406
猴娃,1993,王君正 / 李小婉,,六小龄童 / 李海龙 / 章劼 / 徐源捷 / 杨幂 / 陈剑月 / 乔奇 / 施大为 / 七小龄童 / 牛犇 / 蔡保国 / 杨冬虎 / 汪月洁 / 章立新 / 莲琪 / 孙兆南,剧情 / 传记 / 戏曲,中国大陆,8,,8.6,495
古吴春秋,1996,强小陆,叶楠,张丰毅 / 曹颖 / 刘威 / 刘永田,剧情,中国大陆,8,47,8.6,43
沂蒙,2009,管虎,赵冬苓,迟蓬 / 孟霞 / 徐囡楠 / 冯海煜 / 张启军,剧情,中国大陆,42,,8.6,479
二马,1999,沈好放,崔光远 / 老舍,陈道明 / 梁冠华 / 芭芭拉·威尔舍 / 王同辉,剧情 / 爱情 / 历史,中国大陆,20,,8.6,446
道可道,2006,杨文军,王琛,吴秀波 / 郝蕾 / 张正阳 / 黄俊鹏 / 吕一丁 / 杜玉明,剧情 / 悬疑 / 犯罪,中国大陆,27,45,8.6,1091
梦开始的地方,1999,叶京,叶京,刘蓓 / 丁志城 / 李雪健 / 苏岩 / 赵曦 / 张秋芳 / 傅彪 / 陶虹 / 张涵予,,中国大陆,20,45,8.6,1223
我主沉浮,2005,蒋绍华,周梅森,陈逸恒 / 吕凉 / 何麟 / 王静 / 王卫平 / 胡荣华 / 张兰 / 宋景昌 / 周洁 / 张萌,,中国大陆,40,,8.6,134
七彩瓜瓜园,1996,夏南 / 张琦,,张涵 / 刘捷 / 许威,剧情 / 喜剧 / 儿童,中国大陆,100,30,8.6,150
观世音菩萨传奇,1995,贺米生,,陶慧敏 / 王思思 / 王丽云 / 梁丹昵 / 吴旗 / 王跃晋,,中国大陆,20,,8.6,307
国防生,2013,段连民,段连民,邹廷威 / 林爽 / 伊春德 / 张可佳 / 高梓淇 / 张善淇 / 殷叶子 / 刘超,剧情 / 爱情,中国大陆,28,,8.6,893
其实不想走,2001,马进,胡惠英,王一楠 / 宋佳 / 魏春光 / 吴雨桥 / 冯绍峰,剧情,中国大陆,14,45,8.6,599
校园先锋,1996,李自人,李自人,陈瑾 / 张毅 / 吕齐 / 李亚鹏 / 潘粤明 / 徐蕾 / 姜超,剧情,中国大陆,18,,8.6,867
迷雾,2007,姜伟,姜伟,董勇 / 苏岩 / 于洋 / 吴浇浇 / 李婷 / 张龄心,剧情 / 悬疑,中国大陆,30,40,8.6,1006
远东阴谋,1996,陈家林,,师小红 / 高兰村 / 陈宝国,历史,中国大陆,20,,8.5,73
皮皮鲁和鲁西西,1987,,郑渊洁,刘纯燕,,中国大陆,12,,8.5,526
9·18大案侦破纪实,1994,陈胜利,李功达,武和平 / 王戎 / 沈航 / 胡安太 / 雷丹 / 孙跃进,犯罪,中国大陆,8,,8.5,329
三个和一个,1988,富敏,,吴俊 / 陈兵 / 费宏 / 刘子枫,,中国大陆,4,,8.5,263
家春秋,1987,李莉,巴金,林达信 / 陈晓旭 / 张莉 / 孙启新 / 徐娅 / 傅以宏 / 杨昆 / 施天音 / 董梁 / 郭伟琳 / 邰华 / 张先衡 / 李长年 / 吕凉 / 宋忆宁 / 王玉珍 / 郑毓芝  / 张锋 / 于菁 / 鞠士宏 / 方青卓 / 毛依文 / 章非,剧情 / 爱情 / 家庭 / 历史 / 战争,中国大陆,19,,8.5,230
软弱,2003,周友朝,,任程伟 / 王茜华 / 王双宝 / 田海蓉 / 杨新鸣 / 曹力,剧情,中国大陆,20,,8.5,174
过年,2016,李想,,,,中国大陆,5,50,8.5,135
乱世奇侠之骗侠,2000,璐,茅捷,刘德凯 / 谢润 / 李宗翰 / 曾江 / 陈天文 / 何佳怡 / 张元 / 吴云芳 / 黄海 / 刘昌伟 / 张鸿 / 沈晓海 / 崔杰 / 胡荣华 / 周笑莉 / 田丽,剧情,中国大陆,32,40,8.5,103
贝加的樱桃班,1996,张弘,郑春华,李俊浩 / 陈越 / 张皓卿 / 周冰倩 / 施大生 / 何琳,,中国大陆,3,,8.5,73
桃花扇,1991,胡连翠,孔尚任 / 王冠亚,侯长荣 / 韩再芬,爱情 / 古装 / 戏曲,中国大陆,5,46,8.5,82
守候幸福,2007,陈燕民,张人杰 / 刘奎绪 / 陈燕民,李丁 / 杨立新 / 陈瑾 / 沙景昌 / 宋晓英 / 颜丙燕 / 肖驰,,中国大陆,26,,8.5,62
追梦组合,2002,杨新洲,吕扬尘,李博 / 章艳敏 / 孙菲菲 / 冯宪珍 / 马跃 / 常景如,剧情,中国大陆,8,,8.5,123
警察遇到兵,2010,欧阳奋强,李宪 / 佳云,孙逊 / 吴健 / 陈丽娟 / 李梅 / 赵亮 / 何政军 / 秦海璐 / 陶慧敏 / 高虎 / 吴冕 / 方涛 / 李虎城,喜剧 / 悬疑 / 惊悚 / 犯罪,中国大陆,32,,8.5,293
没有语言的生活,2009,杨亚洲,田代琳,倪萍 / 刘威 / 唐嫣 / 齐奎 / 李明启,剧情 / 家庭,中国大陆,20,,8.5,250
夜操场,2017,林哲乐,林哲乐,标马 / 宁南 / 车孝东 / 兰一添 / 李天恩 / 赵亮 / 潘兴源,,中国大陆,7,5,8.5,145
反斗天庭,2001,陆象英,,,,中国大陆,13,,8.5,134
大英雄郑成功,2001,周晓文 / 吴晓根,曾雪涛 / 郑怀兴 / 吴龙海,何家劲 / 约翰·加纳德 / 徐念福 / 刘颖涛 / 李颖,,中国大陆,24,,8.5,137
天桥梦,1994,宫晓东,,茹萍 / 邢岷山,剧情,中国大陆,30,,8.5,132
森林守望者,2010,,,萧玮 / Green Peace,,中国大陆,8,,8.5,75
越活越明白,2001,吴培民,白芷,朱旭 / 李立群 / 牛振华 / 李小燕,,中国大陆,24,,8.5,70
音乐公路之旅,2016,刘畅,,川子 / 刘畅,,中国大陆,6,50,8.5,61
季录,2013,渺小鱼,,,儿童,中国大陆,10,15,8.5,41
了凡的故事,2006,游本昌,,李解 / 杨悯娜 / 刘芸,,中国大陆,23,,8.5,161
高纬度战栗,2007,郭靖宇,陆天明,李雪健 / 王志飞 / 李强 / 孙锂华 / 陆建艺 / 翟万臣,剧情,中国大陆,22,40,8.5,890
青春正点,1999,周友朝,张光荣,刘威葳 / 刘子枫 / 高明,剧情,中国大陆,20,,8.5,213
炊事班的故事,2002,尚敬,陈满秋 / 陈保生,洪剑涛 / 周小斌 / 毛孩 / 范明 / 姜超 / 沙溢,喜剧,中国大陆,30,25,8.5,21690
天娇,2003,王冀邢,房友良 / 张清德 / 黄述贤,严晓频 / 茹萍 / 张光北 / 王新军,,中国大陆,18,,8.5,806
琅琊榜之风起长林,2017,孔笙 / 李雪,海宴,黄晓明 / 刘昊然 / 佟丽娅 / 张慧雯 / 梅婷 / 张博 / 郭京飞 / 毕彦君 / 孙淳 / 王庆祥 / 尤勇 / 吴昊宸 / 成泰燊 / 乔欣 / 刘钧 / 胡先煦 / 刘琳 / 邢岷山 / 金泽灏 / 张棪琰 / 王永泉,剧情 / 古装,中国大陆,50,45,8.5,87534
遇见王沥川,2013,陈铭章,施定柔,高以翔 / 焦俊艳 / 连凯 / 林佑威 / 吴辰君 / 杜源 / 许还山 / 王若心 / 黄爱玲 / 郑希怡 / 陈冲 / 谢芳 / 戴墨 / 吴迪 / 王彦霖 / 王宇 / 牟紫 / 张庆庆 / 刘岳 / 王伯昭 / 刘欣 / 曾秋生 / 金粮 / 钟夫翔 / 金泠云 / 刘寿宇 / 张栩 / 哼哼 / 隋凯,剧情 / 爱情,中国大陆,38,45,8.5,44034
水浒传,1998,张绍林,杨争光 / 冉平,李雪健 / 宁晓志 / 周野芒 / 臧金生 / 丁海峰 / 赵小锐 / 修庆 / 郑爽,历史,中国大陆,43,45,8.5,28700
大秦帝国之崛起,2017,丁黑,张建伟 / 钱洁蓉,宁静 / 张博 / 邢佳栋 / 杨志刚 / 沈佳妮 / 赵龙豪 / 吴连生 / 王小毅 / 王梓桐 / 张译文 / 宁露 / 王绘春 / 霍青,剧情 / 历史,中国大陆,40,45,8.5,27358
少年天子,2003,何培 / 刘恒,刘恒,邓超 / 潘虹 / 郝蕾 / 王辉 / 何赛飞 / 霍思燕 / 李建义 / 李法曾 / 武利平 / 郑天庸 / 杨蓉 / 崔波 / 薛俨 / 王灵 / 李修蒙 / 卢勇 / 山鹰 / 张春年 / 李东翰,剧情 / 历史,中国大陆,40,44,8.5,10841
炊事班的故事2,2004,尚敬,尚敬 / 陈保生 / 陈满秋,洪剑涛 / 周小斌 / 毛孩 / 范明 / 姜超 / 沙溢 / 王超 / 句号 / 姚晨 / 陈铮 / 闫妮 / 张乔玫,喜剧,中国大陆,22,48,8.5,10497
老农民,2014,张新建,高满堂,陈宝国 / 冯远征 / 牛莉 / 蒋欣 / 梁林琳 / 任帅 / 刘敏 / 霍亚明 / 舒耀瑄 / 刘向京 / 冯国强 / 白志迪 / 陈月末 / 林伊婷,剧情,中国大陆,60,,8.5,4137
大清盐商,2014,韩晓军,南柯,张嘉译 / 张志坚 / 俞飞鸿 / 倪大红 / 莫小棋 / 杨皓宇 / 袁文康 / 曲高位 / 尹铸胜 / 金丰 / 霍青 / 郭晓峰 / 郑天庸 / 李昶 / 郭萱,剧情 / 传记 / 历史 / 古装,中国大陆,34,40,8.5,4707
血色湘西,2007,龚若飞,黄晖 / 李树型,白静 / 卫仑 / 宋雨霏 / 高梓淇 / 张光北 / 刘敏涛 / 黄若萌 / 王劲松,剧情,中国大陆,34,40,8.5,3002
家有九凤,2006,杨亚洲,高满堂,李明启 / 张英 / 盖克 / 刘莉莉 / 郑铮 / 刘佳 / 李歌 / 朱媛媛 / 韩莺 / 卢卓婕 / 姜武 / 孙世明,剧情 / 爱情 / 家庭,中国大陆,26,42,8.5,5111
暖春,2008,乌兰塔娜,乌兰塔娜,田成仁 / 齐如意 / 于伟杰 / 郝洋 / 孙桂田 / 鲁园 / 许娣,剧情 / 家庭,中国大陆,26,46,8.5,5097
红十字方队,1997,王文杰,马继红 / 高军,罗刚 / 傅冲 / 刘威葳 / 杨圣文 / 颜丙燕,剧情,中国大陆,14,50,8.5,4439
记忆之城,2006,杨文军,徐萌,谢君豪 / 童蕾 / 魏骏杰 / 滕丽名 / 李念 / 陈创 / 张磊 / 李明 / 张政勇 / 侯桐江 / 王迅 / 成晖 / 叶静 / 李雨泽 / 白志迪 / 刘芳毓 / 吕一丁 / 刘丛丹,剧情 / 战争,中国大陆,34,,8.5,911
相思树,2008,孙周,顾伟丽,吴秀波 / 浦蒲 / 宋宁峰 / 陈数 / 孙淳 / 田朴珺 / 高明 / 张芝华 / 廖凡 / 杨青 / 吴竞 / 陈莎莉 / 王志华,剧情 / 爱情,中国大陆,29,45,8.5,2984
万卷楼,2009,袁刚,汪海林,郭冬临 / 刘敏,喜剧,中国大陆,100,,8.5,243
男人不醉,2015,叶长青 / 尤明宇,杜俊 / 王小苔,章涛 / 张墨锡 / 纪亚文 / 佟晨洁 / 杨羽 / 徐唯 / 芮伟航 / 艾佳妮,剧情 / 爱情,中国大陆,20,,8.5,597
推拿,2013,康洪雷,陈枰 / 毕飞宇,濮存昕 / 张国强 / 李菁菁 / 高亚麟 / 刘威葳 / 赵倩 / 李博 / 李泓良 / 缪俊杰 / 李依伊,剧情,中国大陆,31,40,8.5,2102
小小飞虎队,1995,钱晓鸿,,李楠 / 张星辰 / 王丹宁 / 沈桐 / 张玉 / 裴娴哲,儿童 / 战争,中国大陆,5,,8.5,764
世纪人生：董竹君传奇,1999,金继武 / 葛晓英,蒋丽萍 / 唐颖,李媛媛 / 吕凉 / 田海蓉 / 薛佳凝 / 黄奕 / 佟大为,剧情 / 爱情 / 家庭 / 历史 / 战争 / 古装,中国大陆,31,40,8.5,706
年轮,1992,邓迎海,梁晓声,张士会 / 王凤斌 / 孙少渤 / 王志刚 / 王丽波,剧情,中国大陆,45,47,8.5,2725
黑白大搏斗,2001,易晓,李岩希,丛鹏飞 / 李强 / 党晋阳 / 史健全 / 杜宗国 / 王伟 / 杨圣文 / 陈平,剧情 / 悬疑 / 惊悚 / 犯罪,中国大陆,20,48,8.5,398
医者仁心,2010,傅东育,徐萌,谢君豪 / 尤勇 / 陈瑾 / 潘虹 / 谢钢 / 战菁一 / 陈西贝 / 白威 / 郭昊伦 / 马睿 / 任伟 / 马亮 / 陈慧 / 蒋笑笑 / 王笛 / 丁继勇 / 李丹军 / 穆丽燕 / 郭冠琳 / 蒲冰墨 / 丁乙 / 董亮 / 张世宏 / 孔飞 / 夏喆 / 刘运元 / 陈铁军 / 张珏 / 姚刚,剧情,中国大陆,33,45,8.5,1655
只要你过得比我好,1994,王静,王静,沈丹萍 / 刘威 / 蒋小涵,剧情,中国大陆,16,45,8.5,2004
中国人的活法,2017,刘鸿彦,,,,中国大陆,7,,8.4,149
低头不见抬头见,2007,黄宏,,郭达 / 范明,剧情 / 喜剧,中国大陆,365,20,8.4,208
红莓花儿开,2009,戴冰,耿旭红,保剑锋 / 左小青 / 法塔霍娃·奥列夏·阿列克桑德罗芙娜,,中国大陆,30,,8.4,138
红楼梦,2002,梁永璋,,钱惠丽 / 余彬 / 何嘉仪,,中国大陆,30,,8.4,151
与百万富翁同行,1995,沙如荣,陆棣,杨晓雯 / 符冲 / 毕远晋 / 朱茵 / 王德顺 / 李宝利,剧情,中国大陆,21,40,8.4,135
百集聊斋之人鬼情缘,2000,高力强 / 孔笙,张营 / 蒲松龄,刘敏涛 / 刘奕君 / 张子健,动作 / 惊悚,中国大陆,22,47,8.4,552
我在天堂等你,2006,马功伟,高建强,巫刚 / 罗海琼 / 赵小锐 / 阿斯茹 / 朱琳 / 卡迪琳娜,剧情 / 战争,中国大陆,26,,8.4,89
真相,truth,高群书,高群书,,剧情,中国大陆,21,47,8.4,173
有房出租,1999,,,佟瑞欣 / 吴冕,,中国大陆,20,,8.4,103
乘龙怪婿第三季,2007,杨永光,,张颂文 / 潘洁 / 刘汗,喜剧 / 古装,中国大陆,30,21,8.4,79
第二人生,2017,TF家族,,丁程鑫 / 马嘉祺 / 敖子逸 / 张真源 / 陈玺达 / 陈泗旭 / 宋亚轩 / 李天泽 / 贺峻霖 Junlin He / 刘耀文,剧情 / 悬疑,中国大陆,6,,8.4,427
誓言无声,2002,毛卫宁,钱滨 / 易丹,高明 / 赵峥 / 王海燕 / 周显欣 / 寇振海 / 李强,悬疑,中国大陆,20,40,8.4,1318
上海一家人,1991,李莉,黄允,李羚 / 何伟 / 谢园 / 曹翠芬 / 朱晨迪 / 沈洁,剧情 / 爱情 / 家庭,中国大陆,40,40,8.4,2276
诸葛亮,1985,孙光明,邹云峰 / 王凯 / 胡三香,李法曾 / 黄家德 / 郑军 / 张辛元 / 张章,,中国大陆,14,,8.4,188
咱爸咱妈,1995,韩刚,赵韫颖,村里 / 吕启凤 / 陈宝国 / 赵奎娥 / 巫刚 / 李迎秋 / 金毅 / 杨童舒,,中国大陆,22,,8.4,210
纯真的年代,2013,汪锡宏,王琦 赵洪,李亚鹏 / 应采儿 / 高虎,剧情,中国大陆,35,45,8.4,557
路客与刀客,1996,李惠民 / 苏自由 / 邓南,杜梓杰,刘德凯 / 吴毅将 / 钱小豪 / 张兆辉 / 郭晋安 / 关礼杰 / 吕颂贤 / 翁虹 / 林国斌,,香港 / 台湾 / 中国大陆,40,,8.4,547
潘汉年,1997,朱一民,张天民,王华英 / 赵曦 / 宋玉红 / 贺祝平 / 姚橹 / 张志坚,剧情 / 传记,中国大陆,30,,8.4,82
叶落长安,2011,姚晓峰,赵冬苓 / 吴文莉,陈小艺 / 倪大红 / 刘涛 / 毛晓彤 / 赵峥 / 沙景昌 / 褚栓忠 / 种丹妮 / 刘奕君 / 柏青 / 孙雅 / 赵千紫 / 马浴柯 / 赵秦 / 高峰 / 施羽 / 石燕京 / 赵毅维 / 曾红生 / 高玉庆 / 苇青 / 张蓓蓓 / 尚铁龙 / 肖辉,剧情 / 家庭 / 历史,中国大陆,40,40,8.4,743
走出凯旋门,1997,冯大年,宋继高,王志文 / 何赛飞 / 李强 / 赵文瑄,剧情,中国大陆,18,40,8.4,97
大爱无声,2011,洪丹强,轻部润子,傅晶 / 迟帅 / 袁志博 / 王志华 / 白凡 / 董慧 / 郜耀平 / 张双利 / 周桂云 / 彭蓝 / 石晨 / 穆静,剧情 / 爱情,中国大陆,20,,8.4,60
尊严,1997,子繁,徐广顺 / 沙叶新,孙清 / 濮存昕 / 周莉,,中国大陆,8,,8.4,55
组合家庭,1996,赵武,,马晓峰 / 薛淑杰,,中国大陆,25,45,8.4,48
听见凉山,2013,蔡成杰,蔡成杰 / 田金秋,樊韵儿 / 李连正 / 赵艺涵 / 张妙 / 吉克杰拉 / 健子 / 谢雨薇 / 吴永波 / 王小帅,剧情,中国大陆,9,43,8.4,477
病案追踪,2005,闫宇彤,,韩青 / 何晴 / 姚安濂 / 冯静,剧情,中国大陆,30,,8.4,90
水落石出,2000,刘庆梅,李岩希,戈治均 / 王海地 / 傅羽嘉 / 万丽伟 / 龚朝 / 乔雪凤,悬疑 / 犯罪,中国大陆,20,45,8.4,102
五彩戏娃,2002,,,叮当 / 邓翔宇,,中国大陆,20,,8.4,239
有泪尽情流,2004,康洪雷,齐铁民,徐帆 / 丁海峰 / 于荣光 / 刘莉莉 / 张鹭 / 程煜 / 吴连生 / 赵玲琪 / 侯天来 / 夏力薪 / 袁苑 / 张少华 / 沙玉华 / 尚铁龙 / 李菁菁,剧情 / 家庭,中国大陆,21,,8.4,356
女生日记之做决定事务所,2015,陈宇 / 林菁菁 / 徐芳依,陈宇 / 杨晓云 / 林菁菁 / 徐芳依,陆妍淇 / 高瀚宇 / 邓宁 Ning Deng / 张倩铭 / 王晓莎莎,剧情,中国大陆,18,,8.4,771
成都建川博物馆的非常记忆,2008,梁碧波 / 刘玉龙,,,,中国大陆,8,,8.4,30
水木清华,2013,王晓明 / 何燕江,漆丹 / 张险峰,马元 / 郑国霖 / 任泽巍 / 马精武 / 方子哥 / 马刚 / 石林 / 李金哲 / 许松霆 / 姚懿宸 / 唐小然 / 吴启楠 / 金丽婷 / 亓航,历史,中国大陆,30,45,8.4,57
但愿人长久,2000,雷献禾,吕红 / 王家男,高曙光 / 潘雨辰 / 丁志城 / 罗珊珊 / 卡迪琳娜,剧情,中国大陆,20,,8.4,64
满天星,2005,高一功,赵冬苓,岳红 / 伍宇娟 / 高明 / 郑罗茜 / 陈捷 / 齐奎 / 宋灏霖 / 贾乃亮 / 萨日娜 / 徐秀林 / 赵岩松 / 王奎荣 / 吕晓禾 / 石俊辉 / 郝教勇 / 王虎城 / 张正元 / 施节强 / 陈松,,中国大陆,22,,8.4,108
老伴,2007,孙皓,饶晖,李万年 / 曹翠芬,剧情 / 家庭,中国大陆 / 新加坡,30,,8.4,122
离婚,1999,马军骧,老舍,葛优 / 傅彪 / 丁志城 / 谭宗尧 / 张英 / 陶虹 / 谢园 / 孙淳 / 梁天 / 袁苑 / 张龄心 / 李宗翰 / 张秀岩 / 葛志兴 / 冯雷 / 陈渝中 / 方子春 / 杨静 / 牛莉 / 王夫棠 / 张立 / 徐秀琳 / 吴军 / 陈肇群 / 李梦恬,,中国大陆,21,,8.4,157
亲爱的敌人,2008,顾晶,许波,郭晓东 / 孔维 / 王千源 / 徐卫 / 蒋依依,剧情,中国大陆,26,,8.4,177
以朋友的名义,2006,俞中,刘毅 / 李斌华,夏雨 / 杨镒 / 黄志忠,剧情,中国大陆,22,45,8.4,208
