剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
大话蛇仙,2015,胥渡,胥渡,胥渡 / 石泰铭 / 刘怡 / 靳君 / 李峻贤 / 李健仁 / 陈炳强 / 王李丹妮 / 小蝶 / 程子瑞 / 黄泗维 / 文山十,喜剧,中国大陆,20,,5.9,177
马迭尔旅馆的枪声,2010,姜峰,赵光远,张恒 / 邵兵 / 王毅 / 赵立新,战争,中国大陆,25,,5.9,50
忘不了,2007,高一玮,孙昌珉,孙宁 / 王学兵 / 邱心志 / 陆明君 / 归亚蕾 / 李光复 / 景珂 / 曹卫宇 / 蒋依依,剧情,中国大陆,25,,5.8,58
愤怒的天使,2009,董志强,冯维松,童蕾 / 林保怡 / 廖凡 / 王奎荣 / 左翎,剧情 / 战争,中国大陆,38,,5.8,43
便衣支队,2012,张多福,查文白 / 王军 / 车俊妍,贾乃亮 / 吴京安 / 董可飞 / 衣珊 / 于咏琳 / 邵峰,剧情,中国大陆,23,45,5.8,123
欢天喜地对亲家,2015,王晓曦,燕子 / 刘静宇 / 大秦,秦卫东 / 黄晓娟 / 句号 / 邵峰 / 于莉红 / 李菁菁 / 孙聪,喜剧,中国大陆,48,45,5.8,62
侠隐记,2011,李翰韬,边立民,焦恩俊 / 洪剑涛 / 齐芳 / 王思懿,古装,中国大陆,32,,5.8,67
狂飙支队,2012,金姝慧,王功,邢佳栋 / 张博 / 王志刚 / 秦卫东,剧情 / 战争,中国大陆,38,40,5.8,66
茶颂,2013,王文杰,景宜,罗刚 / 王力可 / 陈逸恒 / 杨紫彤 / 刘金山 / 一真 / 王焕鑫 / 李强 / 杨冬 / 唐爱国 / 孙磊 / 李贝 / 洛桑群培 / 丹增曲杰 / 舒友民 / 龚悦 / 刘子鹤 / 白雷森 / 晋美仁增 / 秦伯坤 / 曲虎 / 景宜 / 丁圣 / 焦体怡 / 苗雅宁,剧情,中国大陆,33,,5.8,46
唱战记,2014,王梓,王幼飞 / 李晓鸥 / 陈泰龙 / 吴海求,秦岚 / 欧豪 / 付梦妮 / 王耀庆 / 黄义达 / 谢彬彬 / 柴碧云 / 王策,剧情 / 爱情,中国大陆,26,30,5.8,368
北方汉子,2010,孙滔,黄淼,刘佩琦 / 李诚儒 / 张恒 / 吴丹佳佳,剧情 / 战争,中国大陆,33,40,5.8,29
凉生，我们可不可以不忧伤,2018,刘俊杰,刘中薇,汉良 / 马天宇 / 孙怡 / 于朦胧 / 孟子义 / 鲁诺 / 张晓晨 / 王智 / 王鹤润 / 李梦 / 王艺哲 / 尼利特龙 / 黄一琳 / 徐梵溪 / 闫鹿杨 / 贺峻霖 / 程天赐 / 芦鑫,剧情 / 爱情,中国大陆,70,45,5.8,20734
吉祥天宝,2016,元德,,金起范 / 赵丽颖 / 朱梓骁 / 陈昱霖 / 廖碧儿 / 许明虎 / 王海祥 / 徐冬梅 / 王艺博,喜剧 / 爱情 / 古装,中国大陆,40,,5.8,1235
一线钟情,2014,权赫赞,李抒润,李敏镐 / 郭碧婷,爱情,中国大陆 / 韩,3,16,5.8,1611
我们的快乐人生,2012,鄢钷,刘杰,于震 / 胡可 / 潘虹 / 王韦智 / 陈美行 / 高明 / 冯凇凇 / 荣蓉 / 张粟,剧情,中国大陆,30,,5.8,79
寒冬,2015,吴锦源,林和平,吴奇隆 / 罗海琼 / 姚刚 / 蔡妍 / 景岗山 / 刘冠翔 / 金池 / 赵亮 / 尚国伟 / 谢君豪 / 徐少强 / 张岩 / 杨成 / 崔尔康 / 胡春勇 / 金浩 / 刘柏南,剧情,中国大陆,30,,5.8,164
战火西北狼,2012,蔡抒南,吴远博,谷智鑫 / 刘恺威 / 朱虹 / 芦菲 / 刘滢,剧情 / 战争,中国大陆,31,,5.8,150
走出硝烟的女人,2012,赵浚凯,,赵子惠 / 颜丙燕 / 于震 / 王茜 / 付磊 / 李依玲,,中国大陆,24,,5.8,51
断喉弩,2010,孙小光,刘邦潮 / 杨月军,陈蓉 / 赵子惠 / 高云翔 / 徐黄丽 / 庞潇 / 博隆 / 井上朋子 / 王冠淇,剧情 / 战争,中国大陆,28,,5.8,117
身边的幸福,2012,何澍培,赵瑞泰,刘蓓 / 严屹宽 / 郑晓宁 / 刘梓妍,剧情 / 家庭,中国大陆,28,45,5.8,35
黄金地带,2010,小 岛,石小克,罗嘉良 / 王姬 / 郑晓宁 / 徐永革,,中国大陆,28,,5.8,76
孽债2,2010,梁山,张巍 / 叶辛,翟天临 / 姚笛 / 丁子峻 / 张默 / 赵有亮 / 纪宁 / 严晓频 / 吴冕 / 杜江 / 杨烁 / 沈光炜 / 李季 / 高龙妹 / 金鑫 / 洛葳 / 王华英,剧情,中国大陆,30,,5.8,121
古镜,2015,蓝志伟,麦炳华,郑希怡 / 应昊茗 / 张雪迎 / 伍麟凯,爱情 / 悬疑 / 惊悚 / 恐怖,中国大陆,15,15,5.8,96
24小时警事,2005,刘惠宁,唐礼兵 / 王喆 / 陈维 / 明宇,张嘉译 / 孔琳 / 肖辉 / 景岗山 / 徐正廷 / 王妍妍 / 杨新鸣 / 罗京民 / 谭希和 / 王双宝,剧情 / 悬疑 / 犯罪,中国大陆 / 香港,24,45,5.8,112
飞天舞,2004,尹尚浩 / 谢明晓,姜银庆  / 李恩尚,朱镇模 / 朴志胤 / 王亚楠 / 牛莉 / 朴真宇 / 严屹宽 / 朴信惠 / 李钟赫 / 金康宇 / 张诚源 / 赵帅,,中国大陆 / 韩,14,60分钟(韩国),5.8,286
独生子女的婆婆妈妈,2013,丁黑,李亚玲,童瑶 / 李健 / 刘一含 / 曹征 / 彭玉 / 许娣,剧情,中国大陆,34,,5.8,589
狙击手,2009,高希希,王宛平,佟大为 / 刘孜 / 于滨 / 邵峰 / 李依晓 / 毛孩 / 矢野浩二,剧情 / 战争,中国大陆,25,,5.8,473
丈母娘来了,2011,梁山,阑珊,雷佳音 / 朱杰 / 朱茵 / 王丽云 / 宁文彤 / 刘敏 / 师春玲 / 洛葳 / 陈慧珊 / 王盛德 / 林达信 / 张继红 / 闻小炜 / 毛坚 / 曹梦 / 张艺心 / 祝涛,爱情 / 家庭,中国大陆,30,,5.8,1205
钱多多炼爱记,2013,林孝谦,,高以翔 / 尹航 / 朱丹 / 王阳明 / 赵奕欢 / 李媛,剧情 / 爱情,中国大陆,10,,5.8,414
搜神记,2012,吴锦源 / 陈国华,李辉 / 夏海语 / 林特特 / 朱逸立 / 单琪雯 / 孙军,陈紫函 / 陈键锋 / 谭耀文 / 刘力扬 / 周绍栋 / 周德华 / 陈美行 / 张粟 / 冯凇凇,,中国大陆,36,,5.8,329
老妈的三国时代,2014,梁山,李春,蔡明 / 盖克 / 王丽云 / 王余昌 / 那威 / 丁丁 / 郭家铭 / 程皓枫 / 张璇 / 朱研,剧情 / 家庭,中国大陆,40,40,5.8,299
好奇不灭,2013,叶念琛,,张歆艺 / 马志威 / 庄思敏 / 布伟杰 / 梁祖尧 / 何浩文 / 盛朗熙 / Baby John / 连诗雅 / 庄东昕 / 钟希汶 / J Arie,剧情 / 爱情 / 短片,中国大陆,5,5,5.8,89
奇异家庭,2012,吕小品,束焕 / 丁丁 / 邢育森,蔡明 / 王平 / 宋阳 / 叶梓萱 / 张含韵,喜剧 / 科幻,中国大陆,30,25,5.8,45
人生需要揭穿,2013,王岳伦,高飞,傅亨 / 周楚濋 / 乔乔,剧情 / 喜剧,中国大陆,20,,5.8,345
致单身男女,2016,蔡晶盛 / 洪金泼,许岚枫 / 杜鑫 / 张方盈 / 彭美凤 / 高语含,陆毅 / 张俪 / 耿乐 / 李曼 / 刘俊孝 / 张璇 / 梁靖琪 / 薛佳凝 / 苏小明 / 王诗槐 / 马羚 / 关喆 / 王超 / 吴旭东,剧情 / 爱情,中国大陆,38,,5.8,262
伦敦魅影,2012,肖洋 / 金哲勇,肖洋 / 金哲勇 / 郭异雯,冯德伦 / 熊乃瑾,悬疑 / 短片 / 奇幻,中国大陆,4,,5.8,194
尚方宝剑,2000,靳德茂,龚应恬,李雪健 / 斯琴高娃 / 杨若兮 / 陈道明 / 张永琪 / 张谦 / 赵毅,剧情 / 古装,中国大陆,26,45,5.8,165
超级男女,2006,伍宗德,,黄维德 / 胡兵 / 安以轩,喜剧 / 爱情,中国大陆,36,47,5.8,136
大侠日天,2016,梁国冠,贾立一,蒋龙 / 代文雯 / 刘帅 / 张歆莹 / 袁百梓卉 / 罗家英 / 崔成国 / 孟瑶 / 何文辉 / 高毅 / 李林娟 / 苗皓钧,武侠,中国大陆,22,25,5.8,135
幸福满屋,2011,贾一平,高景文 / 许宝月 / 胡涂,刘涛 / 赵子琪 / 奚美娟 / 巫刚 / 林爽 / 杨冬 / 雷诺儿 / 董晓燕,爱情 / 家庭,中国大陆,32,,5.8,109
义本同心,2008,娄楠,袁绯,陶大宇 / 温兆伦 / 吴秀波 / 高雄 / 康华 / 骆达华 / 舒畅 / 吕晶晶,剧情,中国大陆,36,,5.8,105
危情24小时,2005,滕华涛 / 程樯,曹盾 / 程樯 / 滕华涛,任泉 / 赵子琪 / 刘威 / 李晨 / 鲍蕾 / 李凤绪 / 矢野浩二 / 鲍莉 / 王雪洋,犯罪,中国大陆,24,40,5.8,81
财神有道,2011,蔡晶盛,余一凯 / 郑红,欣桐 / 陈键锋 / 樊少皇 / 李国麟 / 何琢言,古装,中国大陆,36,,5.7,160
刀尖上行走,2010,高希希,麦家,梅婷 / 王志飞 / 焦恩俊 / 高明 / 李艳秋 / 霍青 / 高山流水 / 王运,剧情,中国大陆,27,,5.7,173
苏染染追夫记,2016,戴维,尤甜,尹淇 / 金浩 / 孙玮伦 / 于果,剧情 / 爱情 / 古装,中国大陆,50,24,5.7,200
不是钱的事,2012,傅百良,赵东东 / 邓洪洋 / 吕仲男 / 李海兵,赵本山 / 小沈阳 / 于月仙 / 唐鉴军 / 王小利 / 小沈龙,,中国大陆,30,,5.7,203
温柔的诱惑,2013,张族权,,侯天来 / 韩烨 / 杨紫嫣 / 张戈 / 安泽豪 / 顾佳 / 林京来,剧情,中国大陆,38,45,5.7,204
钻石豪门,2009,刘逢声,杨曼丽,戴娇倩 / 刘雪华 / 冯绍峰 / 钱泳辰 / 孙兴,剧情,中国大陆,34,40,5.7,244
情之债,2008,范明,赵化南,陆剑民 / 陶慧敏 / 王琳 / 徐秀琳 / 赵文瑜 / 高昊 / 郭晓婷 / 欧阳鑫紫 / 高冬平 / 李屹 / 田海鹏 / 蔡纲 / 谷雨 / 张晏 / 徐艾琳 / 方小月 / 韦宏,,中国大陆,25,42,5.7,109
小小飞虎队,2011,钱晓鸿,赵冬苓 / 张云霄 / 王谦,赵泽文 / 小叮咚 / 胡天阳 / 张政勇 / 田宇鹏 / 孙钰 / 李纪 / 李易辰 / 孟宪堃 / 黄晓虎 / 李金旺 / 宋林蔚 / 方子春 / 田小洁 / 陈捷 / 艾丽娅 / 孙志敏 / 郭九龙 / 高曙光 / 高明 / 董波 / 肖博方 / 李忠林 / 刘琳 / 曹克难 / 贾博容 / 崔嵩 / 韩英群 / 张林 / 窦艺达 / 赵毅维 / 龚志公 / 王永泉 / 赵艺然 / 王大安 / 李海东,儿童 / 战争,中国大陆,28,,5.7,44
午夜蝴蝶,2015,张族权,,蒋恺 / 邱心志 / 于波 / 周宸佳,剧情,中国大陆,51,,5.7,60
代号九耳犬,2012,邓衍成,陈翘英 / 钟健强,陈冠霖 / 万美汐 / 梁俊一 / 毛晓彤 / 张译木 / 刘宝文 / 陶慧敏 / 刘交心,剧情,中国大陆,35,,5.7,90
再见，老婆大人,2016,王晓明,刘璐,霍思燕 / 杜江 / 王志飞 / 于越 / 许绍雄 / 何赛飞 / 赵文瑄 / 陈洁 / 康恩赫,剧情 / 爱情,中国大陆,38,45,5.7,93
战将,2014,宁海强,,徐洪浩 / 陈姗姗,剧情 / 传记 / 历史,中国大陆,30,40,5.7,120
情感战争,2011,扈耀之,李青,张国强 / 张子枫 / 姜宏波 / 李玥 / 翁家明 / 石维坚 / 高放 / 李雅萱 / 李大光 / 朱锐 / 扈耀之 / 闫妮 / 梁松 / 许佩云 / 齐建金 / 杨钧 / 武红 / 易照博 / 伊娜 / 谭峰 / 张凯淋 / 李梦桐,剧情 / 家庭,中国大陆,30,,5.7,129
密战峨眉,2012,李惠民,张元森,高洋 / 孙淳 / 富大龙 / 侯角 / 戴春荣,悬疑,中国大陆,35,,5.7,135
决杀,2015,余丁,张晓亚,翟天临 / 王志飞 / 刘欢 / 程媛媛 / 徐梵溪 / 徐百卉 / 马晓灿 / 李依馨 / 常戎 / 刘之冰 / 茹萍 / 姚刚,剧情 / 战争,中国大陆,40,40,5.7,153
带我飞带我走,2003,江澄,于正,陈浩民 / 佘诗曼 / 薛佳凝 / 郭妃丽,,中国大陆,22,,5.7,149
傻儿传奇,2014,刘流 / 周英男 / 凌飞,雷鸣鑫 / 杨杨 / 蔡谨 / 许静,刘流 / 刘芸 / 蔡琳 / 沈伐 / 吴文 / 申奥 / 申军谊 / 马京京 / 乔杉 / 陶洋 / 修睿 / 杜奕衡 / 刘忠虎 / 高宏亮 / 高梓淇 / 刘大为 / 丁玥元 / 莫才兰 / 刘博皓 / 小汤圆 / 蔡沅江 / 张玺 / 林柏成 / 刘昀 / 刘笑歌 / 胡兵 / 贺睿 / 韩东 / 周英男 / 张连春 / 秦耀华 / 钱大伟 / 柴浩伟 / 龙帅 / 任秋诺 / 申泽华 / 朱婷婷 / 陈正华 / 罗维伦 / 唐永富 / 李维善 / 王建红 / 甘勇 / 红木 / 付忠义 / 涂玉芳 / 苗皓钧,剧情 / 喜剧,中国大陆,45,,5.7,99
保姆妈妈,2009,刘新,宋秋雁 / 刘新,奚美娟 / 巫刚 / 张凯丽 / 高露 / 高云翔 / 李宗翰 / 娜仁花 / 任伟,剧情 / 家庭,中国大陆,26,,5.7,111
红问号,2000,刘珩军,孙步康 / 种光琳,孔佳欢 / 李丽红 / 任真 / 蒲蔚林 / 陈伟,,中国大陆,26,,5.7,54
扇娘,2011,锐兵,,吴奇隆 / 姚芊羽 / 迟帅 / 郭珍霓 / 王珂 / 寇振海 / 文江,,中国大陆,35,,5.7,206
百媚千娇,2011,欧阳升 / 冯进高,杨厚志,习雪 / 何明翰 / 姚橹 / 徐筠 / 许还幻 / 王庆祥 / 苑琼丹 / 李修贤 / 刘汉强 / 彭鸿禹 / 罗漩 / 欧阳鼎诺,剧情 / 爱情 / 古装,中国大陆,36,40,5.7,38
都是兄弟,2012,刘季欢,邱向东,吴京安 / 韩青 / 顾艳 / 普超英 / 陈祉希 / 肖光奕 / 张旸 / 石小满 / 严真,剧情 / 家庭,中国大陆,33,,5.7,50
南北大状,2010,邓衍成,继昌,李保田 / 陈小春 / 尹天照,剧情 / 古装,中国大陆,35,,5.7,47
菊子,2011,黄力加,林和平,王雅捷 / 侯天来 / 韩青 / 奇道 / 赵玲琪 / 叶峰 / 林家川 / 孙一明 / 张镝 / 李颖 / 宋佳伦 / 任大为 / 王亚梅,剧情 / 战争,中国大陆,34,,5.7,53
傻小李元霸,2004,张绍林,刘明凯 / 李书圣 / 许胜亮,李解 / 宁静 / 许还幻 / 史林,,中国大陆,30,,5.7,59
母亲心,2010,王子鸣,黄振丽,赵丽娟 / 张嘉倪 / 李依晓 / 曾黎 / 郝平 / 王仁君 / 董勇 / 王晴 / 李梦男 / 司光敏,剧情 / 家庭,中国大陆,26,,5.7,55
郎心如铁,2010,张旗,梁天,张铎 / 凌潇肃 / 唐一菲 / 白雪云 / 王紫逸 / 李强 / 迟志强,爱情 / 悬疑,中国大陆,32,45,5.7,58
盒,2010,程广超,程广超,,,中国大陆,1,,5.7,58
难为女儿红,2009,何莉萍,,潘仪君 / 何家劲 / 黄文豪 / 梁又琳 / 徐僧 / 黄娟,剧情,中国大陆,30,,5.7,65
神探联盟第二季,2015,林合隆 / 胡储玺 / 蓝海瀚,吴峥 / 尹薇 / 李喆 / 宋舟 / 李嘉昱,闫肃 / 韩立 / 辉灿 / 陈雅婷 / 卫莱 / 颜敬杰 / 向以丞 / 陈希 / 胡彩虹 / 张兴哲 / 徐伟栋 / 周开开 / 关泽强,剧情 / 悬疑 / 犯罪,中国大陆,40,28,5.7,127
我的老师是传奇,2015,刘曦,,雷牧 / 张沐莀 / 史元庭 / 裘恩典,剧情,中国大陆,,20,5.7,77
天阵,天阵,赵浚凯 / 刘国彤,洪帆,连奕名 / 童蕾 / 杜志国 / 何政军 / 赵会南 / 李雨泽 / 郭昊伦 / 孙鹏宾,,中国大陆,28,,5.7,77
又拐个皇帝回现代,2016,何丽萍,宋苏圆,季晨 / 袁中方 / 于果 / 刘明瓉 / 张明明,,中国大陆,50,24,5.7,99
善良背后,2008,王小康,王静茹,保剑锋 / 马苏 / 陈紫函 / 张凯丽 / 刘莉莉 / 宗峰岩 / 姚安濂 / 吴竞 / 刘昌伟 / 宋珂欣 / 王泽豪 / 嘟嘟 / 孙艺珈 / 沈雨菁 / 武文佳 / 王天野 / 张野 / 徐丽 / 徐泊云 / 乔立生 / 戴小玲 / 陈凤 / 文江 / 田丹 / 陈永健 / 马军勤 / 刘思彤 / 刘旭 / 李峰 / 秦海 / 王鑫 / 李佳 / 任琴萍 / 刘志 / 刘兆祥 / 彭程 / 孙丽雅,,中国大陆,35,45,5.7,74
我的泡沫之夏,2010,孙睿,,叶青 / 王伟男 / 孙祖君,,中国大陆,20,,5.7,100
谍变1939,2009,陈燕民 / 王志强,杜恒飞 / 张文华,许晴 / 董勇 / 王佳宁 / 王晓晨 / 杨子骅 / 王建国 / 高景文 / 卓子,剧情,中国大陆,38,,5.7,79
现代美女,2008,蒋家骏,倪鹰 / 杨智深,杨恭如 / 霍建华 / 王曦仪 / 于小伟 / 黎宣 / 翁虹 / 申珉熙 / 卢杰君 / 唐嫣,剧情 / 爱情,中国大陆 / 香港 / 韩,26,45,5.7,153
伙伴夫妻,2015,赵晨阳,赵晨阳,姜武 / 颜丙燕 / 马丽 / 张秋歌 / 刘莉莉 / 李萍 / 冯雷 / 春夏,剧情 / 家庭,中国大陆,31,,5.7,111
流泪的新娘,2010,罗灿然,王宗仁,丁子峻 / 郭珍霓 / 叶静 / 王宇婕 / 陈莎莉,剧情 / 爱情 / 家庭,中国大陆,32,,5.7,114
巴黎恋歌,2006,周晓鹏,环玥 / 武瑶,林心如 / 任泉 / 谭俊彦 / 郭晓婷 / 丁文琪 / 狄龙 / 刘雪华 / 郑晓宁 / 周笑莉 / 阎青妤 / 刘涛 / 吴玉芳 / 黄勐,剧情 / 爱情,中国大陆 / 台湾,30,,5.7,125
功夫之王,功夫之王,陈勋奇,,陈勋奇 / 吴建飞 / 肖明玉,,中国大陆,25,,5.7,619
上海谜案1937,2010,柳国庆,柳国庆,保剑锋 / 王丽坤 / 郑晓宁 / 姚刚 / 孙艺洲 / 魏千翔,剧情 / 悬疑,中国大陆,30,,5.7,171
辛亥革命,2011,唐国强,王朝柱,马少骅 / 张秋歌 / 王思懿 / 姚居德 / 马晓伟 / 潘雨辰,历史,中国大陆,41,,5.7,401
凌云壮志包青天,2004,金石 / 晓天,石惠,范冰冰 / 王学兵 / 王刚 / 陈宝国 / 尤勇 / 吴庆哲 / 高虎 / 林静 / 李宗翰 / 李进荣 / 海清 / 聂远 / 卓凡 / 李小冉 / 沈傲君 / 戴春荣,剧情 / 悬疑 / 古装,中国大陆,47,40,5.7,1527
爱在离别时,2005,周德华,雨儿,车仁表 / 黄奕 / 黄海冰 / 傅淼 / 王华英 / 王华 / 韦国春 / 梁珍花 / 茹萍,爱情,中国大陆,22,45,5.7,1527
飞刀问情,2002,鲁晓威 / 陈继铭 / 赵轶超 / 崔凤娟,薛海翔 / 乔子,焦恩俊 / 张延 / 牛莉 / 杨欣 / 卢星宇 / 陈继铭 / 修庆 / 金巧巧,剧情 / 动作 / 古装,中国大陆,32,45,5.7,1903
大侠黄飞鸿,2015,马诗歌,于白水,柯达 / 刘循子墨 / 孔连顺 / 张本煜 / 王玲玉,喜剧,中国大陆,15,20,5.7,2487
伙头军客栈,2018,高亚麟,徐君东,周小斌 / 姜超 / 毛孩 / 阿楠 / 白志迪 / 东靖川 / 许娣 / 孟子叶 / 刘思言 / 蒋佳恩 / 李峥,喜剧,中国大陆,48,25,5.7,1456
西涯侠,2016,至尊玉,至尊玉 / 艾劲 / 王泽丰,白客 / 至尊玉 / 梁家仁 / 刘浩 / 柯达 / 孔连顺 / 郭玮洁 / 李子雄 / 苑琼丹 / 黄一飞 / 艾劲 / 黄一山 / 汪聪 / 林千鹿 / 杨迪 / 宝木中阳 / 何花 / 朱子奇 / 于白水 / 张华宇 / 崔璨,喜剧 / 武侠 / 古装,中国大陆,30,30,5.7,3645
探灵档案,2014,彭发,永勤,陈冠希 / 商天娥 / 邓丽欣 / 黄德斌 / 滕丽名 / 冯俊彦,悬疑 / 惊悚,中国大陆,10,20,5.7,8381
玉观音,2011,田有良,海岩,饶敏莉 / 高云翔 / 安志杰 / 莫小棋 / 李强 / 赵丽颖,剧情 / 爱情,中国大陆,28,40,5.7,488
尸兄第二季：我叫白小飞,2015,彩色铅笔工作室& 绘梦者联盟,彩色铅笔工作室& 绘梦者联盟,宝木中阳,悬疑 / 恐怖,中国大陆,39,12,5.7,646
秘果,2017,连奕琦,饶雪漫,陈哲远 / 李兰迪 / 余芷慧 / 刘剑羽 / 梁宝羚 / 韩昕妤 / 张延 / 米咪 / 郑凯 / 房程程,剧情 / 爱情,中国大陆,24,40,5.7,2182
云巅之上,2017,陈家霖 / 李慧珠 / 李文龙 / 邓伟恩,尔笛,陈晓 / 袁姗姗 / 张哲瀚 / 米热 / 郭晓东 / 白宇 / 蔡文静 / 何佳怡 / 何泓姗 / 臧洪娜 / 蒋梦婕,剧情 / 爱情,中国大陆,49,45,5.7,6264
无懈可击之美女如云,2010,蒋家骏,沈亢 / 江泽宏 / 吴迎盈,何润东 / 赵柯 / 田亮 / 董璇 / 戚薇 / 郑希怡 / 胡兵 / 佟丽娅 / 叶相明,剧情 / 爱情,中国大陆,36,46,5.7,2905
重生之名流巨星,2016,赵小溪 / 赵小鸥,饶俊 / 杨晓慧 / 赵天佑,马可 / 纳瓦·君拉纳拉 / 徐海乔 / 张馨予 / 韩彩英 / 杨烁 / 赵慧仙 / 苏航 / 毛方圆 / 郑业成,剧情,中国大陆,16,45,5.7,3523
活佛济公,2010,林添一,简远信,陈浩民 / 杨雪 / 陈紫函 / 林子聪 / 高昊 / 林江国 / 张亮 / 馨子 / 法提麦·雅琦 / 张檬 / 郑逸桐 / 涂黎曼 / 严屹宽,喜剧 / 古装 / 鬼怪,中国大陆,42,,5.7,3158
傻王闯天下,2004,程宏庆,云晓璎,郭晋安 / 曾宝仪 / 赵亮 / 寇振海 / 何苗 / 刘晓虎 / 万妮恩 / 王建新,剧情 / 喜剧 / 古装,中国大陆,30,44,5.7,4016
秦王李世民,2005,赖水清,陈文贵,何润东 / 高圆圆 / 贾静雯 / 严屹宽 / 保剑锋 / 陈秀丽 / 岳跃利 / 归亚蕾 / 李倩,古装,中国大陆,40,46,5.7,4704
古剑奇谭2,2018,蔡晶盛 / 李宏宇,雷薪琳 / 陈泰龙,李治廷 / 颖儿 / 付辛博 / 姜雯 / 郭品超 / 邵兵 / 张智尧 / 何中华 / 金巧巧 / 曾黎 / 胡兵 / 吴茉彤 / 郭子渝 / 姜浩严 / 季东然 / 李易祥 / 吴得心 / 姚远 / 闫笑 / 王德枫 / 万紫怡 / 刘珈彤 / 叶超 / 雪村 / 范俊良 / 王希维 / 杨浩煜 / 郑清文 / 果靖霖 / 钟卫华 / 赵威霖 / 刘倬廷 / 袁野 / 董浩 / 张亿航 / 冯俊杰 / 孙豪禹 / 迟志强 / 谢闻轩 / 张野 / 李继龙 / 节冰 / 丁品伟 / 许歌 / 唐艺纯 / 冯茗惊 / 任鹏翀 / 赵伟 / 李梦谦 / 温雯 / 郭震 / 火喻 / 吕德亮 / 吴博伦 / 李俊峰 / 黄靖翔 / 张雯 / 潘亚男 / 刘冠麟 / 赵擎 / 毛佳钰 / 李明憓 / 范雷 / 邓英 / 郭小峰 / 侯祥玲 / 赵岩松 / 张如意 / 刘李优优 / 李建桥 / 黄露露 / 倪土 / 周晓航,奇幻 / 武侠 / 古装,中国大陆,48,45,5.7,4011
上将许世友,2006,安澜,陆天明,张秋歌 / 范明 / 宁晓志 / 刘劲 / 王伍福 / 卢奇 / 陶玉玲 / 傅程鹏 / 侯勇 / 祝新运 / 陶慧敏,剧情,中国大陆,22,40,5.7,177
蜀山战纪之剑侠传奇,2015,黄伟杰,马焱 / 李晶凌 / 江莱 / 林俐颖,赵丽颖 / 陈伟霆 / 吴奇隆 / 叶祖新 / 刘思彤 / 樊少皇 / 张天霖 / 高伟光 / 贾晓晨 / 文咏珊 / 刘心悠 / 刘洋 / 韩雨芹 / 汪汐潮 / 吴华新 / 李进荣 / 魏春光 / 何润东 / 宗峰岩,武侠 / 古装,中国大陆,56,43,5.7,8462
